dataset,trial_id,block,setting,horizon_s,model,stage,channel,n_samples,MSE
A1,50,2,stimulus,1.5,N2,maintenance,0,362,307.9629863131219
A1,50,2,stimulus,1.5,N2,maintenance,1,362,13572.790349630086
A1,50,2,stimulus,1.5,N2,maintenance,2,362,91336.00890985448
A1,50,2,stimulus,1.5,N2,retrieval,0,235,148.49834207283234
A1,50,2,stimulus,1.5,N2,retrieval,1,235,2162.3974348376405
A1,50,2,stimulus,1.5,N2,retrieval,2,235,15971.606341235398
A1,51,2,stimulus,1.5,N2,encoding,0,205,244.99847092251605
A1,51,2,stimulus,1.5,N2,encoding,1,205,42204.0233002602
A1,51,2,stimulus,1.5,N2,encoding,2,205,46214.778844383414
A1,51,2,stimulus,1.5,N2,maintenance,0,362,2990.530953637383
A1,51,2,stimulus,1.5,N2,maintenance,1,362,431526.76531821257
A1,51,2,stimulus,1.5,N2,maintenance,2,362,618682.5921625984
A1,51,2,stimulus,1.5,N2,retrieval,0,273,933.5589624180477
A1,51,2,stimulus,1.5,N2,retrieval,1,273,184478.08199488863
A1,51,2,stimulus,1.5,N2,retrieval,2,273,194331.6873925086
A1,52,2,stimulus,1.5,N2,encoding,0,205,1648.7882461523936
A1,52,2,stimulus,1.5,N2,encoding,1,205,45018.91913228917
A1,52,2,stimulus,1.5,N2,encoding,2,205,42449.63353893595
A1,52,2,stimulus,1.5,N2,maintenance,0,363,17244.878392856906
A1,52,2,stimulus,1.5,N2,maintenance,1,363,1049027.9930099896
A1,52,2,stimulus,1.5,N2,maintenance,2,363,698627.0377415584
A1,52,2,stimulus,1.5,N2,retrieval,0,289,56152.63447698832
A1,52,2,stimulus,1.5,N2,retrieval,1,289,1387471.7845402143
A1,52,2,stimulus,1.5,N2,retrieval,2,289,902738.8472342866
A1,53,2,stimulus,1.5,N2,encoding,0,205,2029.8223378868456
A1,53,2,stimulus,1.5,N2,encoding,1,205,81606.46485208963
A1,53,2,stimulus,1.5,N2,encoding,2,205,73535.33335180904
A1,53,2,stimulus,1.5,N2,maintenance,0,362,8829.174394721693
A1,53,2,stimulus,1.5,N2,maintenance,1,362,551029.564044763
A1,53,2,stimulus,1.5,N2,maintenance,2,362,280119.1274977545
A1,53,2,stimulus,1.5,N2,retrieval,0,239,24039.218890403186
A1,53,2,stimulus,1.5,N2,retrieval,1,239,532012.6943400296
A1,53,2,stimulus,1.5,N2,retrieval,2,239,206692.48103513743
A1,54,2,stimulus,1.5,N2,encoding,0,205,1332.4552854784185
A1,54,2,stimulus,1.5,N2,encoding,1,205,13369.883169817527
A1,54,2,stimulus,1.5,N2,encoding,2,205,94789.40124845025
A1,54,2,stimulus,1.5,N2,maintenance,0,363,1393.5517404313932
A1,54,2,stimulus,1.5,N2,maintenance,1,363,57866.95012637276
A1,54,2,stimulus,1.5,N2,maintenance,2,363,407765.8199182751
A1,54,2,stimulus,1.5,N2,retrieval,0,273,4490.4664406180445
A1,54,2,stimulus,1.5,N2,retrieval,1,273,122540.17697070373
A1,54,2,stimulus,1.5,N2,retrieval,2,273,456671.32155428396
A1,55,2,stimulus,1.5,N2,encoding,0,205,172.61971285741325
A1,55,2,stimulus,1.5,N2,encoding,1,205,2537.1312429030445
A1,55,2,stimulus,1.5,N2,encoding,2,205,2528.635252171315
A1,55,2,stimulus,1.5,N2,maintenance,0,362,534.153468535432
A1,55,2,stimulus,1.5,N2,maintenance,1,362,4755.225337488892
A1,55,2,stimulus,1.5,N2,maintenance,2,362,1833.6244686886052
A1,55,2,stimulus,1.5,N2,retrieval,0,250,84.68190823389858
A1,55,2,stimulus,1.5,N2,retrieval,1,250,3036.919485824289
A1,55,2,stimulus,1.5,N2,retrieval,2,250,4214.449021120876
A1,56,2,stimulus,1.5,N2,encoding,0,205,208.017155069459
A1,56,2,stimulus,1.5,N2,encoding,1,205,9073.333066159723
A1,56,2,stimulus,1.5,N2,encoding,2,205,2860.448226351069
A1,56,2,stimulus,1.5,N2,maintenance,0,363,509.2039562053891
A1,56,2,stimulus,1.5,N2,maintenance,1,363,9185.607081489734
A1,56,2,stimulus,1.5,N2,maintenance,2,363,3772.3051325466868
A1,56,2,stimulus,1.5,N2,retrieval,0,282,594.2068984615947
A1,56,2,stimulus,1.5,N2,retrieval,1,282,6879.6548149374285
A1,56,2,stimulus,1.5,N2,retrieval,2,282,5191.090166050971
A1,57,2,stimulus,1.5,N2,encoding,0,205,1821.7822708178214
A1,57,2,stimulus,1.5,N2,encoding,1,205,599.1468031890826
A1,57,2,stimulus,1.5,N2,encoding,2,205,1104.8314710438785
A1,57,2,stimulus,1.5,N2,maintenance,0,362,217.83518889411278
A1,57,2,stimulus,1.5,N2,maintenance,1,362,10245.662241321
A1,57,2,stimulus,1.5,N2,maintenance,2,362,8232.878538220504
A1,57,2,stimulus,1.5,N2,retrieval,0,285,274.6358685434848
A1,57,2,stimulus,1.5,N2,retrieval,1,285,2432.469538208375
A1,57,2,stimulus,1.5,N2,retrieval,2,285,3380.8898008458564
A1,64,3,stimulus,1.5,N2,encoding,0,205,1415.6450740494056
A1,64,3,stimulus,1.5,N2,encoding,1,205,2030.086198640547
A1,64,3,stimulus,1.5,N2,encoding,2,205,32732.505187345316
A1,64,3,stimulus,1.5,N2,maintenance,0,362,370.4986239400224
A1,64,3,stimulus,1.5,N2,maintenance,1,362,130655.51192528363
A1,64,3,stimulus,1.5,N2,maintenance,2,362,33449.424468937046
A1,64,3,stimulus,1.5,N2,retrieval,0,222,178.033441431648
A1,64,3,stimulus,1.5,N2,retrieval,1,222,453100.39284257835
A1,64,3,stimulus,1.5,N2,retrieval,2,222,271144.3938714297
A1,65,3,stimulus,1.5,N2,encoding,0,205,539.3912226268671
A1,65,3,stimulus,1.5,N2,encoding,1,205,485.68115007365924
A1,65,3,stimulus,1.5,N2,encoding,2,205,109.70592734593701
A1,65,3,stimulus,1.5,N2,maintenance,0,363,1088.446982287151
A1,65,3,stimulus,1.5,N2,maintenance,1,363,7598.595241537623
A1,65,3,stimulus,1.5,N2,maintenance,2,363,7045.64963618275
A1,65,3,stimulus,1.5,N2,retrieval,0,297,84.3743711178707
A1,65,3,stimulus,1.5,N2,retrieval,1,297,29239.122117323644
A1,65,3,stimulus,1.5,N2,retrieval,2,297,40032.30420687256
A1,66,3,stimulus,1.5,N2,encoding,0,205,696.1299183361824
A1,66,3,stimulus,1.5,N2,encoding,1,205,19083.877434156548
A1,66,3,stimulus,1.5,N2,encoding,2,205,35766.31216191334
A1,66,3,stimulus,1.5,N2,maintenance,0,362,2491.3363528197565
A1,66,3,stimulus,1.5,N2,maintenance,1,362,84290.52998594631
A1,66,3,stimulus,1.5,N2,maintenance,2,362,101511.65394313794
A1,66,3,stimulus,1.5,N2,retrieval,0,250,1040.1561364227907
A1,66,3,stimulus,1.5,N2,retrieval,1,250,13896.352626019292
A1,66,3,stimulus,1.5,N2,retrieval,2,250,10618.299762807821
A1,67,3,stimulus,1.5,N2,encoding,0,205,61.99273497055441
A1,67,3,stimulus,1.5,N2,encoding,1,205,4154.502641884251
A1,67,3,stimulus,1.5,N2,encoding,2,205,2845.2869746275255
A1,67,3,stimulus,1.5,N2,maintenance,0,363,1204.6366925863617
A1,67,3,stimulus,1.5,N2,maintenance,1,363,54190.588176163226
A1,67,3,stimulus,1.5,N2,maintenance,2,363,38291.92505469986
A1,67,3,stimulus,1.5,N2,retrieval,0,280,1431.7883701286353
A1,67,3,stimulus,1.5,N2,retrieval,1,280,102202.19851342448
A1,67,3,stimulus,1.5,N2,retrieval,2,280,59846.81854144392
A1,68,3,stimulus,1.5,N2,encoding,0,205,1904.6140656699472
A1,68,3,stimulus,1.5,N2,encoding,1,205,736.481444246833
A1,68,3,stimulus,1.5,N2,encoding,2,205,739.0279255271719
A1,68,3,stimulus,1.5,N2,maintenance,0,362,6055.904470402927
A1,68,3,stimulus,1.5,N2,maintenance,1,362,3615.2029528663165
A1,68,3,stimulus,1.5,N2,maintenance,2,362,1451.1048527030307
A1,68,3,stimulus,1.5,N2,retrieval,0,239,937.2957290468643
A1,68,3,stimulus,1.5,N2,retrieval,1,239,341.75907644621844
A1,68,3,stimulus,1.5,N2,retrieval,2,239,936.8604614437295
A1,69,3,stimulus,1.5,N2,encoding,0,205,588.3642638625325
A1,69,3,stimulus,1.5,N2,encoding,1,205,707.4628146789591
A1,69,3,stimulus,1.5,N2,encoding,2,205,641.3878902913305
A1,69,3,stimulus,1.5,N2,maintenance,0,363,340.63372252849905
A1,69,3,stimulus,1.5,N2,maintenance,1,363,731.5955127864273
A1,69,3,stimulus,1.5,N2,maintenance,2,363,1011.9377093080985
A1,69,3,stimulus,1.5,N2,retrieval,0,273,438.3910250439524
A1,69,3,stimulus,1.5,N2,retrieval,1,273,628.0873877281279
A1,69,3,stimulus,1.5,N2,retrieval,2,273,638.1672111125548
A1,70,3,stimulus,1.5,N2,encoding,0,205,106.06735055991842
A1,70,3,stimulus,1.5,N2,encoding,1,205,8409.98331639983
A1,70,3,stimulus,1.5,N2,encoding,2,205,10735.944345084732
A1,70,3,stimulus,1.5,N2,maintenance,0,362,133.10965337254737
A1,70,3,stimulus,1.5,N2,maintenance,1,362,18561.053835847746
A1,70,3,stimulus,1.5,N2,maintenance,2,362,17635.394741819702
A1,70,3,stimulus,1.5,N2,retrieval,0,255,254.5985213865228
A1,70,3,stimulus,1.5,N2,retrieval,1,255,9764.309522151774
A1,70,3,stimulus,1.5,N2,retrieval,2,255,2104.9998589010997
A1,71,3,stimulus,1.5,N2,encoding,0,205,1473.169896137215
A1,71,3,stimulus,1.5,N2,encoding,1,205,858.2662149295
A1,71,3,stimulus,1.5,N2,encoding,2,205,1853.4894674574393
A1,71,3,stimulus,1.5,N2,maintenance,0,362,2724.3252370443015
A1,71,3,stimulus,1.5,N2,maintenance,1,362,896.7103691620489
A1,71,3,stimulus,1.5,N2,maintenance,2,362,3274.5777122457703
A1,71,3,stimulus,1.5,N2,retrieval,0,252,6005.897801493474
A1,71,3,stimulus,1.5,N2,retrieval,1,252,3255.203333853673
A1,71,3,stimulus,1.5,N2,retrieval,2,252,6320.373474966762
A1,72,3,stimulus,1.5,N2,encoding,0,205,137.79472554530656
A1,72,3,stimulus,1.5,N2,encoding,1,205,107.88610495996436
A1,72,3,stimulus,1.5,N2,encoding,2,205,442.81823826314644
A1,72,3,stimulus,1.5,N2,maintenance,0,362,1426.8457797171106
A1,72,3,stimulus,1.5,N2,maintenance,1,362,1381.8706275342258
A1,72,3,stimulus,1.5,N2,maintenance,2,362,2376.432380669841
A1,72,3,stimulus,1.5,N2,retrieval,0,197,492.59495367370977
A1,72,3,stimulus,1.5,N2,retrieval,1,197,3110.913965948855
A1,72,3,stimulus,1.5,N2,retrieval,2,197,13176.09954628129
A1,73,3,stimulus,1.5,N2,encoding,0,205,6630.004409541699
A1,73,3,stimulus,1.5,N2,encoding,1,205,70241.51469378156
A1,73,3,stimulus,1.5,N2,encoding,2,205,103096.21187593574
A1,73,3,stimulus,1.5,N2,maintenance,0,362,24306.015563848367
A1,73,3,stimulus,1.5,N2,maintenance,1,362,212531.1197938487
A1,73,3,stimulus,1.5,N2,maintenance,2,362,334519.6301310388
A1,73,3,stimulus,1.5,N2,retrieval,0,289,20967.281384515984
A1,73,3,stimulus,1.5,N2,retrieval,1,289,95102.86999848943
A1,73,3,stimulus,1.5,N2,retrieval,2,289,180394.84486013142
A1,74,3,stimulus,1.5,N2,encoding,0,205,878.9039017437647
A1,74,3,stimulus,1.5,N2,encoding,1,205,40288.072269919954
A1,74,3,stimulus,1.5,N2,encoding,2,205,76850.97845375854
A1,74,3,stimulus,1.5,N2,maintenance,0,362,1706.8707981264113
A1,74,3,stimulus,1.5,N2,maintenance,1,362,60083.83264478626
A1,74,3,stimulus,1.5,N2,maintenance,2,362,87556.93592958347
A1,74,3,stimulus,1.5,N2,retrieval,0,236,199.0778759857517
A1,74,3,stimulus,1.5,N2,retrieval,1,236,2155.3714000021514
A1,74,3,stimulus,1.5,N2,retrieval,2,236,7804.462932979619
A1,75,3,stimulus,1.5,N2,encoding,0,205,5269.692913999593
A1,75,3,stimulus,1.5,N2,encoding,1,205,96896.14868163955
A1,75,3,stimulus,1.5,N2,encoding,2,205,64879.52439922758
A1,75,3,stimulus,1.5,N2,maintenance,0,362,25898.717640505653
A1,75,3,stimulus,1.5,N2,maintenance,1,362,404219.430618244
A1,75,3,stimulus,1.5,N2,maintenance,2,362,465259.06559908215
A1,75,3,stimulus,1.5,N2,retrieval,0,251,22048.213981128174
A1,75,3,stimulus,1.5,N2,retrieval,1,251,35904.48738986071
A1,75,3,stimulus,1.5,N2,retrieval,2,251,39720.50136986289
A1,76,3,stimulus,1.5,N2,encoding,0,205,146.31909699703363
A1,76,3,stimulus,1.5,N2,encoding,1,205,3301.974227086316
A1,76,3,stimulus,1.5,N2,encoding,2,205,3242.6397716274996
A1,76,3,stimulus,1.5,N2,maintenance,0,363,2410.2431931684273
A1,76,3,stimulus,1.5,N2,maintenance,1,363,8057.334493987571
A1,76,3,stimulus,1.5,N2,maintenance,2,363,12758.031583347652
A1,76,3,stimulus,1.5,N2,retrieval,0,225,2753.9771752868282
A1,76,3,stimulus,1.5,N2,retrieval,1,225,41323.30748172367
A1,76,3,stimulus,1.5,N2,retrieval,2,225,52196.82559225844
A1,84,4,stimulus,1.5,N2,encoding,0,205,2288.968336718767
A1,84,4,stimulus,1.5,N2,encoding,1,205,41569.94395964533
A1,84,4,stimulus,1.5,N2,encoding,2,205,124092.10198059696
A1,84,4,stimulus,1.5,N2,maintenance,0,362,1654.264521794583
A1,84,4,stimulus,1.5,N2,maintenance,1,362,21849.28113849719
A1,84,4,stimulus,1.5,N2,maintenance,2,362,100166.52519757218
A1,84,4,stimulus,1.5,N2,retrieval,0,240,245.80291831880007
A1,84,4,stimulus,1.5,N2,retrieval,1,240,15627.418352172772
A1,84,4,stimulus,1.5,N2,retrieval,2,240,39999.02501175839
A1,85,4,stimulus,1.5,N2,encoding,0,205,1190.5570757578787
A1,85,4,stimulus,1.5,N2,encoding,1,205,96772.83478803445
A1,85,4,stimulus,1.5,N2,encoding,2,205,17778.378851983078
A1,85,4,stimulus,1.5,N2,maintenance,0,362,1812.1068239470253
A1,85,4,stimulus,1.5,N2,maintenance,1,362,121169.20182009271
A1,85,4,stimulus,1.5,N2,maintenance,2,362,25271.870779465597
A1,85,4,stimulus,1.5,N2,retrieval,0,240,415.16922046746663
A1,85,4,stimulus,1.5,N2,retrieval,1,240,6382.7194252794025
A1,85,4,stimulus,1.5,N2,retrieval,2,240,8158.414532927217
A1,86,4,stimulus,1.5,N2,encoding,0,205,770.3761223740829
A1,86,4,stimulus,1.5,N2,encoding,1,205,2159.0291369828637
A1,86,4,stimulus,1.5,N2,encoding,2,205,2950.799263260475
A1,86,4,stimulus,1.5,N2,maintenance,0,362,160.4182793227944
A1,86,4,stimulus,1.5,N2,maintenance,1,362,1591.268766192718
A1,86,4,stimulus,1.5,N2,maintenance,2,362,52877.35328119889
A1,86,4,stimulus,1.5,N2,retrieval,0,244,447.70610755758537
A1,86,4,stimulus,1.5,N2,retrieval,1,244,694.1625631905625
A1,86,4,stimulus,1.5,N2,retrieval,2,244,60360.27905848816
A1,87,4,stimulus,1.5,N2,encoding,0,205,50.168585074964334
A1,87,4,stimulus,1.5,N2,encoding,1,205,2934.0905761904805
A1,87,4,stimulus,1.5,N2,encoding,2,205,10146.670046103076
A1,87,4,stimulus,1.5,N2,maintenance,0,363,800.564448544434
A1,87,4,stimulus,1.5,N2,maintenance,1,363,7411.2072912014155
A1,87,4,stimulus,1.5,N2,maintenance,2,363,49703.76174831331
A1,87,4,stimulus,1.5,N2,retrieval,0,299,105.44333736917838
A1,87,4,stimulus,1.5,N2,retrieval,1,299,2155.631914870398
A1,87,4,stimulus,1.5,N2,retrieval,2,299,46864.60832747743
A1,89,4,stimulus,1.5,N2,encoding,0,205,803.4080878900983
A1,89,4,stimulus,1.5,N2,encoding,1,205,814.5601156104124
A1,89,4,stimulus,1.5,N2,encoding,2,205,584.4808410425267
A1,89,4,stimulus,1.5,N2,maintenance,0,363,1782.4737058243325
A1,89,4,stimulus,1.5,N2,maintenance,1,363,12840.529598784145
A1,89,4,stimulus,1.5,N2,maintenance,2,363,45640.26561603358
A1,89,4,stimulus,1.5,N2,retrieval,0,252,10976.919431508884
A1,89,4,stimulus,1.5,N2,retrieval,1,252,78763.1082574454
A1,89,4,stimulus,1.5,N2,retrieval,2,252,184277.63230033
A1,90,4,stimulus,1.5,N2,encoding,0,205,244.78674864571207
A1,90,4,stimulus,1.5,N2,encoding,1,205,1555.4724296592283
A1,90,4,stimulus,1.5,N2,encoding,2,205,784.3435431355485
A1,90,4,stimulus,1.5,N2,maintenance,0,362,2426.2884706342115
A1,90,4,stimulus,1.5,N2,maintenance,1,362,5162.939036072909
A1,90,4,stimulus,1.5,N2,maintenance,2,362,979.3920056265237
A1,90,4,stimulus,1.5,N2,retrieval,0,234,1468.2541956736022
A1,90,4,stimulus,1.5,N2,retrieval,1,234,4323.143516670945
A1,90,4,stimulus,1.5,N2,retrieval,2,234,263.7381565948228
A1,91,4,stimulus,1.5,N2,encoding,0,205,267.08686462298226
A1,91,4,stimulus,1.5,N2,encoding,1,205,9726.330280137625
A1,91,4,stimulus,1.5,N2,encoding,2,205,11545.375062403142
A1,91,4,stimulus,1.5,N2,maintenance,0,363,3462.9041817649504
A1,91,4,stimulus,1.5,N2,maintenance,1,363,171123.3834662499
A1,91,4,stimulus,1.5,N2,maintenance,2,363,89309.70511635869
A1,91,4,stimulus,1.5,N2,retrieval,0,327,11742.298114084533
A1,91,4,stimulus,1.5,N2,retrieval,1,327,548218.7306485492
A1,91,4,stimulus,1.5,N2,retrieval,2,327,325790.17265557905
A1,92,4,stimulus,1.5,N2,encoding,0,205,553.5110231383004
A1,92,4,stimulus,1.5,N2,encoding,1,205,52995.900989788905
A1,92,4,stimulus,1.5,N2,encoding,2,205,66716.39152925837
A1,92,4,stimulus,1.5,N2,maintenance,0,362,4158.334061889238
A1,92,4,stimulus,1.5,N2,maintenance,1,362,226678.88998956146
A1,92,4,stimulus,1.5,N2,maintenance,2,362,293981.0063147559
A1,92,4,stimulus,1.5,N2,retrieval,0,227,5118.633891354277
A1,92,4,stimulus,1.5,N2,retrieval,1,227,253640.7473020859
A1,92,4,stimulus,1.5,N2,retrieval,2,227,308924.27099756483
A1,93,4,stimulus,1.5,N2,encoding,0,205,671.7961210811268
A1,93,4,stimulus,1.5,N2,encoding,1,205,1430.5560209669482
A1,93,4,stimulus,1.5,N2,encoding,2,205,1795.0868713688176
A1,93,4,stimulus,1.5,N2,maintenance,0,363,1447.3146491146151
A1,93,4,stimulus,1.5,N2,maintenance,1,363,1409.9443437719879
A1,93,4,stimulus,1.5,N2,maintenance,2,363,1438.4040359528647
A1,93,4,stimulus,1.5,N2,retrieval,0,308,184.77561456732147
A1,93,4,stimulus,1.5,N2,retrieval,1,308,3805.8925588210523
A1,93,4,stimulus,1.5,N2,retrieval,2,308,3672.5436822864235
A1,94,4,stimulus,1.5,N2,encoding,0,205,68.47808813490796
A1,94,4,stimulus,1.5,N2,encoding,1,205,911.5148871156413
A1,94,4,stimulus,1.5,N2,encoding,2,205,175.7700595281393
A1,94,4,stimulus,1.5,N2,maintenance,0,362,460.18221515367907
A1,94,4,stimulus,1.5,N2,maintenance,1,362,1412.6243651041132
A1,94,4,stimulus,1.5,N2,maintenance,2,362,545.4335846944766
A1,94,4,stimulus,1.5,N2,retrieval,0,296,719.6500000507776
A1,94,4,stimulus,1.5,N2,retrieval,1,296,223.59169044104783
A1,94,4,stimulus,1.5,N2,retrieval,2,296,549.9434191730325
A1,95,4,stimulus,1.5,N2,encoding,0,205,517.4444186108951
A1,95,4,stimulus,1.5,N2,encoding,1,205,7445.134986672952
A1,95,4,stimulus,1.5,N2,encoding,2,205,496.968003534248
A1,95,4,stimulus,1.5,N2,maintenance,0,363,310.1281266024173
A1,95,4,stimulus,1.5,N2,maintenance,1,363,25639.208646216935
A1,95,4,stimulus,1.5,N2,maintenance,2,363,247.17614005292398
A1,95,4,stimulus,1.5,N2,retrieval,0,297,149.88853363551797
A1,95,4,stimulus,1.5,N2,retrieval,1,297,1615.1504409596084
A1,95,4,stimulus,1.5,N2,retrieval,2,297,938.7758869483961
A1,96,4,stimulus,1.5,N2,encoding,0,205,328.7424389365147
A1,96,4,stimulus,1.5,N2,encoding,1,205,1065.4555139230165
A1,96,4,stimulus,1.5,N2,encoding,2,205,1213.3140540556271
A1,96,4,stimulus,1.5,N2,maintenance,0,362,346.0493322144292
A1,96,4,stimulus,1.5,N2,maintenance,1,362,4155.736183740865
A1,96,4,stimulus,1.5,N2,maintenance,2,362,2281.1284936127204
A1,96,4,stimulus,1.5,N2,retrieval,0,221,305.22518648407265
A1,96,4,stimulus,1.5,N2,retrieval,1,221,5440.707123761045
A1,96,4,stimulus,1.5,N2,retrieval,2,221,1118.1496908458062
A1,97,4,stimulus,1.5,N2,encoding,0,205,4938.904060330013
A1,97,4,stimulus,1.5,N2,encoding,1,205,76092.83583862826
A1,97,4,stimulus,1.5,N2,encoding,2,205,120682.59032367097
A1,97,4,stimulus,1.5,N2,maintenance,0,363,14407.328144428815
A1,97,4,stimulus,1.5,N2,maintenance,1,363,192882.0221603693
A1,97,4,stimulus,1.5,N2,maintenance,2,363,310105.03899174626
A1,97,4,stimulus,1.5,N2,retrieval,0,207,495.9511684203524
A1,97,4,stimulus,1.5,N2,retrieval,1,207,31703.856443340515
A1,97,4,stimulus,1.5,N2,retrieval,2,207,8326.18781801146
A1,98,4,stimulus,1.5,N2,encoding,0,205,3053.6123020165837
A1,98,4,stimulus,1.5,N2,encoding,1,205,69654.54678862801
A1,98,4,stimulus,1.5,N2,encoding,2,205,121868.2270797413
A1,98,4,stimulus,1.5,N2,maintenance,0,362,60185.26527428048
A1,98,4,stimulus,1.5,N2,maintenance,1,362,955176.4331972448
A1,98,4,stimulus,1.5,N2,maintenance,2,362,853297.0806258913
A1,98,4,stimulus,1.5,N2,retrieval,0,275,117343.25079650992
A1,98,4,stimulus,1.5,N2,retrieval,1,275,1834159.7133673625
A1,98,4,stimulus,1.5,N2,retrieval,2,275,1259423.3106441805
A1,99,4,stimulus,1.5,N2,encoding,0,205,173.2902851156747
A1,99,4,stimulus,1.5,N2,encoding,1,205,4193.225585017195
A1,99,4,stimulus,1.5,N2,encoding,2,205,1928.3400462020513
A1,99,4,stimulus,1.5,N2,maintenance,0,363,4750.784478648113
A1,99,4,stimulus,1.5,N2,maintenance,1,363,19679.118303867155
A1,99,4,stimulus,1.5,N2,maintenance,2,363,10014.957770362329
A1,99,4,stimulus,1.5,N2,retrieval,0,318,3972.9652470515794
A1,99,4,stimulus,1.5,N2,retrieval,1,318,55228.81281997991
A1,99,4,stimulus,1.5,N2,retrieval,2,318,22161.383578651257
A1,2,0,stimulus,1.5,N3,encoding,0,205,443.2186100693824
A1,2,0,stimulus,1.5,N3,encoding,1,205,72000.17524072094
A1,2,0,stimulus,1.5,N3,encoding,2,205,113151.38629478226
A1,2,0,stimulus,1.5,N3,maintenance,0,362,1004.6939639697798
A1,2,0,stimulus,1.5,N3,maintenance,1,362,120724.0589172782
A1,2,0,stimulus,1.5,N3,maintenance,2,362,800491.5094551368
A1,2,0,stimulus,1.5,N3,retrieval,0,277,500.02884675738875
A1,2,0,stimulus,1.5,N3,retrieval,1,277,89787.04754805974
A1,2,0,stimulus,1.5,N3,retrieval,2,277,1190715.5058672423
A1,5,0,stimulus,1.5,N3,encoding,0,205,103.30726957614321
A1,5,0,stimulus,1.5,N3,encoding,1,205,18323.919218458002
A1,5,0,stimulus,1.5,N3,encoding,2,205,42845.806633655506
A1,5,0,stimulus,1.5,N3,maintenance,0,363,266.0187105895403
A1,5,0,stimulus,1.5,N3,maintenance,1,363,7079.491527602732
A1,5,0,stimulus,1.5,N3,maintenance,2,363,95537.27336577923
A1,5,0,stimulus,1.5,N3,retrieval,0,284,679.0434194401195
A1,5,0,stimulus,1.5,N3,retrieval,1,284,29249.533570663392
A1,5,0,stimulus,1.5,N3,retrieval,2,284,43734.27488088924
A1,6,0,stimulus,1.5,N3,encoding,0,205,62.26692502380346
A1,6,0,stimulus,1.5,N3,encoding,1,205,39676.45566711329
A1,6,0,stimulus,1.5,N3,encoding,2,205,79490.0236067458
A1,6,0,stimulus,1.5,N3,maintenance,0,362,943.5220721433644
A1,6,0,stimulus,1.5,N3,maintenance,1,362,56207.285080306334
A1,6,0,stimulus,1.5,N3,maintenance,2,362,43685.175571272295
A1,6,0,stimulus,1.5,N3,retrieval,0,278,2148.6882839089035
A1,6,0,stimulus,1.5,N3,retrieval,1,278,253109.57025248336
A1,6,0,stimulus,1.5,N3,retrieval,2,278,181107.4057807476
A1,7,0,stimulus,1.5,N3,encoding,0,205,67.55618592687067
A1,7,0,stimulus,1.5,N3,encoding,1,205,4339.204734820212
A1,7,0,stimulus,1.5,N3,encoding,2,205,6936.955824920845
A1,7,0,stimulus,1.5,N3,maintenance,0,363,96.71937103273751
A1,7,0,stimulus,1.5,N3,maintenance,1,363,11653.382729291428
A1,7,0,stimulus,1.5,N3,maintenance,2,363,44431.35120676522
A1,7,0,stimulus,1.5,N3,retrieval,0,345,138.2627527068486
A1,7,0,stimulus,1.5,N3,retrieval,1,345,6751.611750073176
A1,7,0,stimulus,1.5,N3,retrieval,2,345,7228.677794764643
A1,8,0,stimulus,1.5,N3,encoding,0,205,75.32217933009287
A1,8,0,stimulus,1.5,N3,encoding,1,205,218.24228176193787
A1,8,0,stimulus,1.5,N3,encoding,2,205,571.1028829388941
A1,8,0,stimulus,1.5,N3,maintenance,0,362,176.93413147433077
A1,8,0,stimulus,1.5,N3,maintenance,1,362,19214.189179109064
A1,8,0,stimulus,1.5,N3,maintenance,2,362,49731.80382002388
A1,8,0,stimulus,1.5,N3,retrieval,0,240,1078.9707856652071
A1,8,0,stimulus,1.5,N3,retrieval,1,240,217871.64326735272
A1,8,0,stimulus,1.5,N3,retrieval,2,240,578502.8681729868
A1,9,0,stimulus,1.5,N3,encoding,0,205,57.678923413297746
A1,9,0,stimulus,1.5,N3,encoding,1,205,2360.236592698527
A1,9,0,stimulus,1.5,N3,encoding,2,205,139.20205300819754
A1,9,0,stimulus,1.5,N3,maintenance,0,362,479.08213393152465
A1,9,0,stimulus,1.5,N3,maintenance,1,362,5952.358180325609
A1,9,0,stimulus,1.5,N3,maintenance,2,362,252.86074479797537
A1,9,0,stimulus,1.5,N3,retrieval,0,275,1248.506119541782
A1,9,0,stimulus,1.5,N3,retrieval,1,275,131650.12315087309
A1,9,0,stimulus,1.5,N3,retrieval,2,275,7347.190515094117
A1,10,0,stimulus,1.5,N3,encoding,0,205,119.89630879617215
A1,10,0,stimulus,1.5,N3,encoding,1,205,520.1650025792836
A1,10,0,stimulus,1.5,N3,encoding,2,205,431.8962192930152
A1,10,0,stimulus,1.5,N3,maintenance,0,362,82.873835130728
A1,10,0,stimulus,1.5,N3,maintenance,1,362,4869.83422087344
A1,10,0,stimulus,1.5,N3,maintenance,2,362,5576.968281894903
A1,10,0,stimulus,1.5,N3,retrieval,0,371,126.05081625775816
A1,10,0,stimulus,1.5,N3,retrieval,1,371,16689.24864510243
A1,10,0,stimulus,1.5,N3,retrieval,2,371,47365.280091164364
A1,11,0,stimulus,1.5,N3,encoding,0,205,145.8973027111182
A1,11,0,stimulus,1.5,N3,encoding,1,205,101579.07757973454
A1,11,0,stimulus,1.5,N3,encoding,2,205,60561.59493330217
A1,11,0,stimulus,1.5,N3,maintenance,0,362,66.30064738859205
A1,11,0,stimulus,1.5,N3,maintenance,1,362,115059.47220539789
