dataset,level,stage,RMSE,normalized_RMSE,contrast_RMSE,positive_mean_error,latency_error_ms
VisualCogA_Task-1,0.0,预处理,6.99255373542101e-15,6.122825123198149e-17,7.744925335948343e-15,8.081498433417285e-16,0.0
VisualCogA_Task-1,0.0,V3,109.37291090757311,0.9250970212430849,51.7214520989463,10.617647531682733,20.703125
VisualCogA_Task-1,0.0,V4,82.73793211655715,0.7177601554852693,39.3764040440486,7.4234939331697225,22.890625
VisualCogA_Task-1,0.0,V6,12.41068981748357,0.10766402332279039,5.906460606607289,1.1247965112471945,1.1067708333333333
VisualCogA_Task-1,0.5,预处理,19.59358374171818,0.17364614900723427,15.351014333414778,3.6262318190860006,39.817708333333336
VisualCogA_Task-1,0.5,V3,110.50006581078917,0.9347043408504493,54.75398924835553,11.195885570406029,48.424479166666664
VisualCogA_Task-1,0.5,V4,84.43347889577298,0.733068167057024,43.449499518235605,8.568615093156136,51.33246527777778
VisualCogA_Task-1,0.5,V6,22.752649384668967,0.20020522216645778,16.618417872501503,3.897107079724635,38.66753472222222
VisualCogA_Task-1,1.0,预处理,39.10088977666268,0.3466017258309037,30.678253679816443,6.948922378007169,70.32986111111111
VisualCogA_Task-1,1.0,V3,111.53050951807784,0.9437810173105079,56.41088204900568,12.574990684693336,68.85850694444444
VisualCogA_Task-1,1.0,V4,87.1366465246735,0.7572116152664153,47.484104447224,10.534291329038158,67.98611111111111
VisualCogA_Task-1,1.0,V6,38.28692193266809,0.3378277206342056,29.82802029162094,6.911739109003207,68.7890625
VisualCogA_Task-1,2.0,预处理,78.00137456755122,0.6913560165371607,60.62857266469968,13.466727677649809,84.56163194444444
VisualCogA_Task-1,2.0,V3,113.21379991124927,0.9584443636143357,59.06373604543251,13.576258766349007,49.72222222222222
VisualCogA_Task-1,2.0,V4,93.67814992837312,0.8137753161011078,56.49887568114366,13.236912875135264,60.92881944444444
VisualCogA_Task-1,2.0,V6,71.4882944607255,0.6314374326295612,56.156582831464966,12.749061520464853,83.93229166666667
VisualCogA_Task-2,0.0,预处理,1.258139452611267e-14,7.767014437107331e-17,1.2894080337028058e-14,4.150383740390377e-15,0.0
VisualCogA_Task-2,0.0,V3,131.93104247138007,0.8002284938478267,73.1214912101018,42.01870165724439,64.0625
VisualCogA_Task-2,0.0,V4,87.41895599169408,0.531664000932551,50.32102695229047,28.591745859397815,32.682291666666664
VisualCogA_Task-2,0.0,V6,13.11284339875411,0.07974960013988266,7.548154042843567,4.299012661335741,1.5104166666666667
VisualCogA_Task-2,0.5,预处理,60.66944112492938,0.36529303906440513,47.666302430106164,16.857441698245232,63.072916666666664
VisualCogA_Task-2,0.5,V3,138.65580629678013,0.8409552819163683,75.11924785040486,45.4266656286567,83.23784722222223
VisualCogA_Task-2,0.5,V4,101.30262713843769,0.6144166527163293,59.82235675287185,32.36110886171874,63.97569444444444
VisualCogA_Task-2,0.5,V6,58.19826358637609,0.35039129835330746,45.02479666330386,15.042738200579457,55.221354166666664
VisualCogA_Task-2,1.0,预处理,121.02490565087034,0.7287740643039677,95.23596737956927,32.084133155305175,90.75954861111111
VisualCogA_Task-2,1.0,V3,141.5843384137265,0.8595437617953622,75.42954261187201,45.66101546823894,77.25694444444444
VisualCogA_Task-2,1.0,V4,119.182047299136,0.7220670405390969,73.77038214789691,36.42096951916027,68.62847222222221
VisualCogA_Task-2,1.0,V6,111.78392559268588,0.6730766955301081,87.73980078804615,28.212209601357507,81.89670138888889
VisualCogA_Task-2,2.0,预处理,241.83088207761648,1.4563284929221223,189.65200715914514,59.273913708587465,104.92621527777779
VisualCogA_Task-2,2.0,V3,145.93744739824209,0.8867082752431978,72.50126258652155,43.69044826180646,80.92881944444444
VisualCogA_Task-2,2.0,V4,154.62641364242415,0.933670387363734,104.4539137645797,43.34833817421764,81.05034722222221
VisualCogA_Task-2,2.0,V6,219.5426255763196,1.3216945567603426,173.05910533430546,52.58891956342241,103.10329861111111
VisualCogB_Task-1,0.0,预处理,1.0746791655469635e-14,7.406734857302898e-17,1.0383107731596793e-14,2.7552034727780968e-15,0.0
VisualCogB_Task-1,0.0,V3,110.82361629821317,0.7533493583773131,47.45531389479887,15.018998347260537,48.072916666666664
VisualCogB_Task-1,0.0,V4,67.37439289121463,0.469676233477867,28.704536933459416,6.824698761644179,26.419270833333332
VisualCogB_Task-1,0.0,V6,10.106158933682194,0.07045143502168005,4.305680540018914,1.049435519057679,14.609375
VisualCogB_Task-1,0.5,预处理,36.12608367244014,0.2527718740102537,27.31041842143363,7.7755836876656685,47.08767361111111
VisualCogB_Task-1,0.5,V3,114.05349893473593,0.7762672184515524,50.59026921914093,15.476200508590702,64.13628472222223
VisualCogB_Task-1,0.5,V4,73.88429717064811,0.5141257542692838,35.59398137405818,8.818339250434352,49.91753472222222
VisualCogB_Task-1,0.5,V6,35.77557919764381,0.24898624417455373,26.139922204556473,7.477742327411287,49.56163194444444
VisualCogB_Task-1,1.0,预处理,71.95854747118427,0.5035236145219818,54.20628771796473,14.553362671507013,69.87847222222221
VisualCogB_Task-1,1.0,V3,116.7598710857051,0.7943147328378759,50.46308241835704,15.815743871692323,96.171875
VisualCogB_Task-1,1.0,V4,83.79105778770148,0.579641168930197,45.17980053811706,11.726011656291258,74.05381944444444
VisualCogB_Task-1,1.0,V6,67.47165777158877,0.4698208373283846,50.4070318009886,13.788194991397228,67.50434027777777
