dataset,level,stage,RMSE,normalized_RMSE,contrast_RMSE,positive_mean_error,latency_error_ms
VisualCogB_Task-1,2.0,预处理,143.69125943728866,1.0055966038891806,107.50721286340314,29.04602249424538,83.28559027777779
VisualCogB_Task-1,2.0,V3,120.69657896437339,0.8214401694237987,52.12581894893333,16.32652442083213,97.66059027777779
VisualCogB_Task-1,2.0,V4,105.51164505274474,0.7227691833823762,64.62903096782775,17.182676403923377,78.6328125
VisualCogB_Task-1,2.0,V6,131.66093492735948,0.9171901598419967,98.54416785663145,26.850924937107486,83.00347222222221
VisualCogB_Task-2,0.0,预处理,1.641145330598406e-14,7.725154584085072e-17,1.387365007225258e-14,4.5907722068250225e-15,0.0
VisualCogB_Task-2,0.0,V3,190.34722378233562,0.8775361150643861,81.81733972068632,45.2957710313849,85.10416666666667
VisualCogB_Task-2,0.0,V4,131.84509632751306,0.5925753654402502,67.9859680512871,31.185316608649305,25.78125
VisualCogB_Task-2,0.0,V6,19.77676444912696,0.08888630481603753,10.197895207693067,4.638063627670006,2.65625
VisualCogB_Task-2,0.5,预处理,70.91429376124879,0.32652152826136066,51.614984621823915,18.885805082213775,43.03819444444444
VisualCogB_Task-2,0.5,V3,194.05780731588308,0.8950032541744328,87.50652303135982,46.149678155019984,103.28125
VisualCogB_Task-2,0.5,V4,140.6310041909089,0.6346656412447749,80.14322688791448,31.748327040510663,79.69184027777779
VisualCogB_Task-2,0.5,V6,68.57405355420461,0.3159188336101219,50.787104253212654,18.607915613411063,43.046875
VisualCogB_Task-2,1.0,预处理,141.21266756694774,0.6501629040722932,102.86398840448791,36.6180284971146,59.78732638888889
VisualCogB_Task-2,1.0,V3,197.5321571738107,0.9117083619386472,90.06921910046704,46.74814205042656,103.02517361111111
VisualCogB_Task-2,1.0,V4,156.3598239205856,0.7109143617132339,93.2241192811427,34.18545701567366,86.02864583333333
VisualCogB_Task-2,1.0,V6,129.89436455792438,0.599400385864639,95.69067238458813,34.46486484017946,61.97482638888889
VisualCogB_Task-2,2.0,预处理,282.18524991769686,1.2991724765339145,205.5844791521527,66.26461008481895,77.86024305555557
VisualCogB_Task-2,2.0,V3,202.10674939498386,0.9337712427668359,92.83796072192247,46.95194409351542,109.08854166666667
VisualCogB_Task-2,2.0,V4,192.88708041009642,0.8880222744804623,124.0036734408085,40.36373750031922,88.24652777777777
VisualCogB_Task-2,2.0,V6,254.9657124005302,1.1770014170215404,187.0429422972129,60.78536270907254,82.43923611111111
