dataset,block,model,stage,MSE,zero_MSE,S_delta,n_timepoints
B2,0,N0,encoding,32211.528646452833,28717.503769221064,-0.1216688227956848,205
B2,0,N1,encoding,57862.323742934816,28717.503769221064,-1.0148799912390252,205
B2,0,N2,encoding,60320.731118082746,28717.503769221064,-1.1004865744192394,205
B2,0,N3,encoding,46823.99947080723,28717.503769221064,-0.6305038156203675,205
B2,0,N2_no_projection,encoding,57749.03362659103,28717.503769221064,-1.0109350064223017,205
B2,0,N2_no_retrieval,encoding,59051.288720754914,28717.503769221064,-1.056282091761927,205
B2,0,N2_fixed_target,encoding,60323.31785357986,28717.503769221064,-1.100576649640188,205
B2,0,N2_equal_penalty,encoding,60320.731118082746,28717.503769221064,-1.1004865744192394,205
B2,0,V1_M2,encoding,62818.49529180402,28717.503769221064,-1.1874636387836683,205
B2,0,N0,maintenance,110152.70002238691,116790.03997876383,0.05683138697087353,363
B2,0,N1,maintenance,86632.08220970992,116790.03997876383,0.25822371303698155,363
B2,0,N2,maintenance,100887.35480091893,116790.03997876383,0.13616473785552707,363
B2,0,N3,maintenance,109491.60056387847,116790.03997876383,0.062491967775783364,363
B2,0,N2_no_projection,maintenance,86690.06660745533,116790.03997876383,0.2577272289382009,363
B2,0,N2_no_retrieval,maintenance,94123.99298933258,116790.03997876383,0.1940751710809644,363
B2,0,N2_fixed_target,maintenance,100918.66310095937,116790.03997876383,0.13589666448175197,363
B2,0,N2_equal_penalty,maintenance,100887.35480091893,116790.03997876383,0.13616473785552707,363
B2,0,V1_M2,maintenance,104409.34741010948,116790.03997876383,0.10600811996387327,363
B2,0,N0,retrieval,57222.31859789768,56705.25935509444,-0.009118364833945458,347
B2,0,N1,retrieval,48437.94284197243,56705.25935509444,0.14579452782944136,347
B2,0,N2,retrieval,28377.665764768455,56705.25935509444,0.4995584873871318,347
B2,0,N3,retrieval,33767.81753833493,56705.25935509444,0.4045028993364227,347
B2,0,N2_no_projection,retrieval,48658.63948313472,56705.25935509444,0.14190253185460133,347
B2,0,N2_no_retrieval,retrieval,35665.598297094504,56705.25935509444,0.3710354435775932,347
B2,0,N2_fixed_target,retrieval,28373.782300636973,56705.25935509444,0.4996269724655117,347
B2,0,N2_equal_penalty,retrieval,28377.665764768455,56705.25935509444,0.4995584873871318,347
B2,0,V1_M2,retrieval,28181.42647530865,56705.25935509444,0.5030191767780564,347
B2,1,N0,encoding,12212.123377110536,14244.731659637597,0.14269193208366637,205
B2,1,N1,encoding,4047.2697517052443,14244.731659637597,0.7158760271228435,205
B2,1,N2,encoding,3956.7109017647704,14244.731659637597,0.7222333845027001,205
B2,1,N3,encoding,13091.995399171868,14244.731659637597,0.08092369080787976,205
B2,1,N2_no_projection,encoding,4063.010743564884,14244.731659637597,0.7147709875730821,205
B2,1,N2_no_retrieval,encoding,5765.142476731211,14244.731659637597,0.5952789694826808,205
B2,1,N2_fixed_target,encoding,3935.644868889088,14244.731659637597,0.7237122493475447,205
B2,1,N2_equal_penalty,encoding,3956.7109017647704,14244.731659637597,0.7222333845027001,205
B2,1,V1_M2,encoding,4272.92059922159,14244.731659637597,0.7000350233813882,205
B2,1,N0,maintenance,10523.68434182619,8662.827929946938,-0.2148093471239767,363
B2,1,N1,maintenance,10689.224331947209,8662.827929946938,-0.23391857928923265,363
B2,1,N2,maintenance,8191.269010975506,8662.827929946938,0.054434755346031705,363
B2,1,N3,maintenance,15002.981908422122,8662.827929946938,-0.7318804009205362,363
B2,1,N2_no_projection,maintenance,10693.406153869812,8662.827929946938,-0.2344013110203047,363
B2,1,N2_no_retrieval,maintenance,8509.17099374155,8662.827929946938,0.017737502978005915,363
B2,1,N2_fixed_target,maintenance,8234.301537712301,8662.827929946938,0.049467263542571804,363
