dataset,model,MSE,zero_MSE,S_delta,RMSE
pooled_equal_fold,ocular_step,9367.213196371678,9111.525635845534,-0.028061992112522693,96.78436442097286
pooled_equal_fold,slow_ramp,9561.839808137647,9111.525635845534,-0.04942247767163588,97.78466039281237
pooled_equal_fold,visual_neural_mass,9055.794170477027,9111.525635845534,0.006116589866054234,95.16193656329735
