cue,channel,n_trials,fit_family,knot_spacing_ms,fit_RMSE_50_750,fit_RMSE_250_500,positive_mean,positive_area_unit_ms,local_positive_peak,local_peak_latency_ms,peak_status
-1,Fz,47,fixed_knot_cubic_spline,50.0,0.5362337253368423,0.5823104322453075,6.0760154843192495,1526.500955379482,9.368884535027787,332.03125,窗内局部正峰，非生理确认
-1,F3,47,fixed_knot_cubic_spline,50.0,0.5449544839970365,0.5406023619579842,0.0,0.0,,,无合格窗内局部正峰
-1,F4,47,fixed_knot_cubic_spline,50.0,0.6535518102399076,0.6353591791468849,0.0,0.0,,,无合格窗内局部正峰
1,Fz,43,fixed_knot_cubic_spline,50.0,0.6524614599590046,0.7075918298037781,0.9979804111292501,253.39346376328615,3.7347896313186357,347.65625,窗内局部正峰，非生理确认
1,F3,43,fixed_knot_cubic_spline,50.0,0.6331520875135286,0.6753166875135014,22.429811134648656,5619.981965399763,25.720435407726722,375.0,窗内局部正峰，非生理确认
1,F4,43,fixed_knot_cubic_spline,50.0,0.7096438622021178,0.846724613814994,18.46908734186229,4633.055302491992,22.827654959543988,347.65625,窗内局部正峰，非生理确认
