dataset,branch,fold,model,target,cue,channel,RMSE,R2,positive_peak_latency_ms,positive_peak_amplitude
B1,baseline,1,mechanism,common_baseline,1,F3,80.62952290356081,-8.623467347968706,,
B1,baseline,1,mechanism,common_baseline,1,F4,56.89785535044899,-9.626813063531651,,
B1,baseline,1,training_template,common_baseline,-1,Fz,49.3739986854643,-0.9698397021146923,,
B1,baseline,1,training_template,common_baseline,-1,F3,49.70856332199626,-1.9424265048847955,378.90625,1.1772113546190834
B1,baseline,1,training_template,common_baseline,-1,F4,51.196245170920406,-8.716079473599986,433.59375,57.2854620669256
B1,baseline,1,training_template,common_baseline,1,Fz,147.51224880394807,-26.955955826679123,328.125,42.213249710643744
B1,baseline,1,training_template,common_baseline,1,F3,81.08995536916066,-8.73369020583501,,
B1,baseline,1,training_template,common_baseline,1,F4,68.01419799592163,-14.184846634948043,,
B1,baseline,1,mechanism,branch_output,-1,Fz,39.80361604757174,-0.2802044743492982,484.375,8.085508752025
B1,baseline,1,mechanism,branch_output,-1,F3,33.3240447183035,-0.3223871440672006,,
B1,baseline,1,mechanism,branch_output,-1,F4,31.754064615139693,-2.7377778537954183,468.75,49.43969169093312
B1,baseline,1,mechanism,branch_output,1,Fz,122.92881583262985,-18.41447156456842,445.3125,25.920369898517258
B1,baseline,1,mechanism,branch_output,1,F3,80.62952290356081,-8.623467347968706,,
B1,baseline,1,mechanism,branch_output,1,F4,56.89785535044899,-9.626813063531651,,
B1,baseline,1,training_template,branch_output,-1,Fz,49.3739986854643,-0.9698397021146923,,
B1,baseline,1,training_template,branch_output,-1,F3,49.70856332199626,-1.9424265048847955,378.90625,1.1772113546190834
B1,baseline,1,training_template,branch_output,-1,F4,51.196245170920406,-8.716079473599986,433.59375,57.2854620669256
B1,baseline,1,training_template,branch_output,1,Fz,147.51224880394807,-26.955955826679123,328.125,42.213249710643744
B1,baseline,1,training_template,branch_output,1,F3,81.08995536916066,-8.73369020583501,,
B1,baseline,1,training_template,branch_output,1,F4,68.01419799592163,-14.184846634948043,,
B1,denoised,1,mechanism,common_baseline,-1,Fz,39.81061924893687,-0.2806550021820755,484.375,8.07033511732368
B1,denoised,1,mechanism,common_baseline,-1,F3,33.10602350216604,-0.3051404183122901,,
B1,denoised,1,mechanism,common_baseline,-1,F4,31.53775810834792,-2.6870283237469135,468.75,47.41240391915573
B1,denoised,1,mechanism,common_baseline,1,Fz,122.75705127050142,-18.360255009461824,445.3125,25.639890979574293
B1,denoised,1,mechanism,common_baseline,1,F3,80.5578492749242,-8.606365863736828,,
B1,denoised,1,mechanism,common_baseline,1,F4,56.95520678156543,-9.648246915277312,,
B1,denoised,1,training_template,common_baseline,-1,Fz,49.137227163214064,-0.9509923877786746,,
B1,denoised,1,training_template,common_baseline,-1,F3,48.425101470081714,-1.7924427631925948,371.09375,0.5008322471342376
B1,denoised,1,training_template,common_baseline,-1,F4,48.118696317889416,-7.583067798963011,359.375,54.382447002837125
B1,denoised,1,training_template,common_baseline,1,Fz,147.02186025191986,-26.770391667807232,328.125,41.66827690897646
B1,denoised,1,training_template,common_baseline,1,F3,80.25885627571633,-8.535189535933588,,
B1,denoised,1,training_template,common_baseline,1,F4,66.45893547933265,-13.498330929100371,,
B1,denoised,1,mechanism,branch_output,-1,Fz,39.16687094823871,-0.2624045946302598,484.375,8.07033511732368
B1,denoised,1,mechanism,branch_output,-1,F3,29.494279774576505,-0.3554091044122978,,
B1,denoised,1,mechanism,branch_output,-1,F4,28.283308982977932,-2.936324024041996,468.75,47.41240391915573
B1,denoised,1,mechanism,branch_output,1,Fz,122.39699748377946,-18.224915946875846,445.3125,25.639890979574293
B1,denoised,1,mechanism,branch_output,1,F3,72.58435937071752,-7.802282651899784,,
B1,denoised,1,mechanism,branch_output,1,F4,50.23411309766079,-8.564239022313952,,
B1,denoised,1,training_template,branch_output,-1,Fz,48.397700230278595,-0.9275704637935187,,
B1,denoised,1,training_template,branch_output,-1,F3,44.92715537596723,-2.1449420725909336,371.09375,0.5008322471342376
B1,denoised,1,training_template,branch_output,-1,F4,46.42833025213195,-9.607096860451744,359.375,54.382447002837125
B1,denoised,1,training_template,branch_output,1,Fz,146.66128222935362,-26.602846886666473,328.125,41.66827690897646
B1,denoised,1,training_template,branch_output,1,F3,72.20463500840697,-7.710425446801517,,
B1,denoised,1,training_template,branch_output,1,F4,59.67685269095292,-12.497855189446193,,
B1,baseline,2,mechanism,common_baseline,-1,Fz,67.74590884174428,-6.774110507240494,,
B1,baseline,2,mechanism,common_baseline,-1,F3,78.32445719532464,-0.3821073149283778,,
B1,baseline,2,mechanism,common_baseline,-1,F4,258.1852090814974,-4.424693778891855,460.9375,30.489433157939757
B1,baseline,2,mechanism,common_baseline,1,Fz,66.14502302845695,-10.988423155541444,,
B1,baseline,2,mechanism,common_baseline,1,F3,33.59958744454154,0.011880020698246452,488.28125,13.781985951187
B1,baseline,2,mechanism,common_baseline,1,F4,47.17361022632823,-1.2117234426259915,460.9375,31.453294916736763
B1,baseline,2,training_template,common_baseline,-1,Fz,75.52199159856849,-8.661207981188467,355.46875,10.258000236143724
B1,baseline,2,training_template,common_baseline,-1,F3,77.94970851575714,-0.3689133818111858,351.5625,1.434397749830176
B1,baseline,2,training_template,common_baseline,-1,F4,248.0700849486648,-4.007965181275795,351.5625,27.468420386233205
B1,baseline,2,training_template,common_baseline,1,Fz,73.3714956572377,-13.751034003539985,,
B1,baseline,2,training_template,common_baseline,1,F3,22.31614945324109,0.5641065798845907,324.21875,18.696340387374484
B1,baseline,2,training_template,common_baseline,1,F4,51.12101085138996,-1.597355874230347,324.21875,32.57000727053641
B1,baseline,2,mechanism,branch_output,-1,Fz,67.74590884174428,-6.774110507240494,,
B1,baseline,2,mechanism,branch_output,-1,F3,78.32445719532464,-0.3821073149283778,,
B1,baseline,2,mechanism,branch_output,-1,F4,258.1852090814974,-4.424693778891855,460.9375,30.489433157939757
B1,baseline,2,mechanism,branch_output,1,Fz,66.14502302845695,-10.988423155541444,,
B1,baseline,2,mechanism,branch_output,1,F3,33.59958744454154,0.011880020698246452,488.28125,13.781985951187
B1,baseline,2,mechanism,branch_output,1,F4,47.17361022632823,-1.2117234426259915,460.9375,31.453294916736763
B1,baseline,2,training_template,branch_output,-1,Fz,75.52199159856849,-8.661207981188467,355.46875,10.258000236143724
B1,baseline,2,training_template,branch_output,-1,F3,77.94970851575714,-0.3689133818111858,351.5625,1.434397749830176
B1,baseline,2,training_template,branch_output,-1,F4,248.0700849486648,-4.007965181275795,351.5625,27.468420386233205
B1,baseline,2,training_template,branch_output,1,Fz,73.3714956572377,-13.751034003539985,,
B1,baseline,2,training_template,branch_output,1,F3,22.31614945324109,0.5641065798845907,324.21875,18.696340387374484
B1,baseline,2,training_template,branch_output,1,F4,51.12101085138996,-1.597355874230347,324.21875,32.57000727053641
B1,denoised,2,mechanism,common_baseline,-1,Fz,67.90134369737066,-6.809824958263977,,
B1,denoised,2,mechanism,common_baseline,-1,F3,78.39303851696758,-0.3845287359659866,,
B1,denoised,2,mechanism,common_baseline,-1,F4,258.64170410239143,-4.4438934449873315,460.9375,29.70567834643584
B1,denoised,2,mechanism,common_baseline,1,Fz,66.2044249974933,-11.009965387371507,,
B1,denoised,2,mechanism,common_baseline,1,F3,33.78960145040407,0.000672291374977152,492.1875,13.116495949696173
B1,denoised,2,mechanism,common_baseline,1,F4,46.52552244158833,-1.1513700067531496,460.9375,30.10772198369531
B1,denoised,2,training_template,common_baseline,-1,Fz,76.09760199395255,-8.809040004085013,355.46875,10.961838132894371
B1,denoised,2,training_template,common_baseline,-1,F3,77.79657061868903,-0.3635400045054895,351.5625,2.1324527973717013
B1,denoised,2,training_template,common_baseline,-1,F4,248.32596296458325,-4.018301688194947,351.5625,27.658147046634262
B1,denoised,2,training_template,common_baseline,1,Fz,73.79876887119455,-13.923337249010375,,
B1,denoised,2,training_template,common_baseline,1,F3,22.566375738422234,0.5542766141804569,324.21875,17.573452218292704
B1,denoised,2,training_template,common_baseline,1,F4,49.573761543235925,-1.4425099372933503,324.21875,30.757017604795898
B1,denoised,2,mechanism,branch_output,-1,Fz,71.55567495194892,-7.01682286095372,,
B1,denoised,2,mechanism,branch_output,-1,F3,67.54283769935071,-0.3005402524818581,,
B1,denoised,2,mechanism,branch_output,-1,F4,233.70483625816698,-4.445621937440255,460.9375,29.70567834643584
B1,denoised,2,mechanism,branch_output,1,Fz,65.49739155077472,-11.159204561050798,,
B1,denoised,2,mechanism,branch_output,1,F3,31.842447770559875,0.0018186746423752842,492.1875,13.116495949696173
B1,denoised,2,mechanism,branch_output,1,F4,43.62973542286729,-1.0106230789358626,460.9375,30.10772198369531
B1,denoised,2,training_template,branch_output,-1,Fz,79.74719231909164,-8.957376434617284,355.46875,10.961838132894371
B1,denoised,2,training_template,branch_output,-1,F3,66.7572933472602,-0.2704647882497426,351.5625,2.1324527973717013
B1,denoised,2,training_template,branch_output,-1,F4,223.38838205993383,-3.9754601595231565,351.5625,27.658147046634262
B1,denoised,2,training_template,branch_output,1,Fz,73.1000040335414,-14.145790938113864,,
B1,denoised,2,training_template,branch_output,1,F3,20.528539076750125,0.5851294208003208,324.21875,17.573452218292704
B1,denoised,2,training_template,branch_output,1,F4,46.38699005835266,-1.272782573302731,324.21875,30.757017604795898
B1,baseline,3,mechanism,common_baseline,-1,Fz,41.399714811018754,-23.84844841845327,480.46875,7.017483240496772
B1,baseline,3,mechanism,common_baseline,-1,F3,23.608366130224397,-7.901036883868665,,
B1,baseline,3,mechanism,common_baseline,-1,F4,19.016527098005508,0.11820947832000694,460.9375,51.151434589264014
B1,baseline,3,mechanism,common_baseline,1,Fz,33.99263117976848,-2.5845030003049208,,
B1,baseline,3,mechanism,common_baseline,1,F3,12.84471901060551,-1.4137247400388322,,
B1,baseline,3,mechanism,common_baseline,1,F4,89.4636158990102,-3.420970110018554,496.09375,27.33918821956931
B1,baseline,3,training_template,common_baseline,-1,Fz,46.06514335815388,-29.76446953667152,359.375,16.335510721983514
B1,baseline,3,training_template,common_baseline,-1,F3,29.908148345352227,-13.285248160116495,359.375,9.93732005302818
B1,baseline,3,training_template,common_baseline,-1,F4,27.538518426908325,-0.8492011551831928,363.28125,64.78800723643396
B1,baseline,3,training_template,common_baseline,1,Fz,33.49236597460007,-2.479774010290744,324.21875,8.858544373948153
B1,baseline,3,training_template,common_baseline,1,F3,15.198780143923475,-2.3795275502727775,328.125,13.40824964974759
B1,baseline,3,training_template,common_baseline,1,F4,97.79819131713215,-4.283069574251118,324.21875,4.650343128214602
B1,baseline,3,mechanism,branch_output,-1,Fz,41.399714811018754,-23.84844841845327,480.46875,7.017483240496772
B1,baseline,3,mechanism,branch_output,-1,F3,23.608366130224397,-7.901036883868665,,
B1,baseline,3,mechanism,branch_output,-1,F4,19.016527098005508,0.11820947832000694,460.9375,51.151434589264014
B1,baseline,3,mechanism,branch_output,1,Fz,33.99263117976848,-2.5845030003049208,,
B1,baseline,3,mechanism,branch_output,1,F3,12.84471901060551,-1.4137247400388322,,
B1,baseline,3,mechanism,branch_output,1,F4,89.4636158990102,-3.420970110018554,496.09375,27.33918821956931
B1,baseline,3,training_template,branch_output,-1,Fz,46.06514335815388,-29.76446953667152,359.375,16.335510721983514
B1,baseline,3,training_template,branch_output,-1,F3,29.908148345352227,-13.285248160116495,359.375,9.93732005302818
B1,baseline,3,training_template,branch_output,-1,F4,27.538518426908325,-0.8492011551831928,363.28125,64.78800723643396
B1,baseline,3,training_template,branch_output,1,Fz,33.49236597460007,-2.479774010290744,324.21875,8.858544373948153
B1,baseline,3,training_template,branch_output,1,F3,15.198780143923475,-2.3795275502727775,328.125,13.40824964974759
B1,baseline,3,training_template,branch_output,1,F4,97.79819131713215,-4.283069574251118,324.21875,4.650343128214602
B1,denoised,3,mechanism,common_baseline,-1,Fz,40.97942866195466,-23.34649094262024,484.375,6.3357085299270395
B1,denoised,3,mechanism,common_baseline,-1,F3,22.624170861637804,-7.174366039376325,,
B1,denoised,3,mechanism,common_baseline,-1,F4,19.821225676910025,0.042003272333456354,460.9375,48.09922954514151
B1,denoised,3,mechanism,common_baseline,1,Fz,34.22637021822382,-2.633967770391911,,
B1,denoised,3,mechanism,common_baseline,1,F3,13.272127027975417,-1.5770306563789842,,
B1,denoised,3,mechanism,common_baseline,1,F4,90.0463257113575,-3.4787485113272325,496.09375,26.409239335643015
B1,denoised,3,training_template,common_baseline,-1,Fz,45.206866119806726,-28.62875343177924,359.375,15.850091038481365
B1,denoised,3,training_template,common_baseline,-1,F3,27.496484640513874,-11.074331210862535,359.375,9.116858056385727
B1,denoised,3,training_template,common_baseline,-1,F4,22.769786232091118,-0.26421494434634374,363.28125,61.249011276518715
B1,denoised,3,training_template,common_baseline,1,Fz,33.66533939537224,-2.5158098467183283,324.21875,8.650384284762982
B1,denoised,3,training_template,common_baseline,1,F3,14.968626978667283,-2.277950999377266,328.125,13.041106445007348
B1,denoised,3,training_template,common_baseline,1,F4,96.82890005950581,-4.178866082467535,324.21875,5.591577035640025
B1,denoised,3,mechanism,branch_output,-1,Fz,38.6898877481103,-21.923739596392487,484.375,6.3357085299270395
B1,denoised,3,mechanism,branch_output,-1,F3,20.782617179927865,-5.538398579848812,,
B1,denoised,3,mechanism,branch_output,-1,F4,20.470829131080524,-0.04170194082127532,460.9375,48.09922954514151
B1,denoised,3,mechanism,branch_output,1,Fz,33.976423864165966,-2.6015125522403646,,
B1,denoised,3,mechanism,branch_output,1,F3,11.217143526353505,-1.0288841244252644,,
B1,denoised,3,mechanism,branch_output,1,F4,82.76224531930202,-3.0995538798287514,496.09375,26.409239335643015
B1,denoised,3,training_template,branch_output,-1,Fz,42.751099539493865,-26.988853257195473,359.375,15.850091038481365
B1,denoised,3,training_template,branch_output,-1,F3,25.76245347796036,-9.047207158776045,359.375,9.116858056385727
B1,denoised,3,training_template,branch_output,-1,F4,22.05368033206754,-0.20902354103979204,363.28125,61.249011276518715
B1,denoised,3,training_template,branch_output,1,Fz,33.41236188554292,-2.482923647395405,324.21875,8.650384284762982
B1,denoised,3,training_template,branch_output,1,F3,14.456871325514715,-2.3700886210645415,328.125,13.041106445007348
B1,denoised,3,training_template,branch_output,1,F4,89.33218296058268,-3.7762600354927693,324.21875,5.591577035640025
B1,baseline,4,mechanism,common_baseline,-1,Fz,48.65792450084881,-8.064141353892422,,
B1,baseline,4,mechanism,common_baseline,-1,F3,26.45133659728104,0.20115441315773575,,
B1,baseline,4,mechanism,common_baseline,-1,F4,28.306512048415247,0.03884135158160562,453.125,59.23785515763837
B1,baseline,4,mechanism,common_baseline,1,Fz,29.790876790544946,-2.5088524508124777,,
B1,baseline,4,mechanism,common_baseline,1,F3,19.34243318368119,-0.5480158940316884,,
B1,baseline,4,mechanism,common_baseline,1,F4,17.913866598335403,0.08228457273306045,472.65625,38.774063642894916
B1,baseline,4,training_template,common_baseline,-1,Fz,56.55202177870644,-11.24378743188226,,
B1,baseline,4,training_template,common_baseline,-1,F3,19.074635124572435,0.5845870083008771,367.1875,5.9391273456139855
B1,baseline,4,training_template,common_baseline,-1,F4,47.11978165992442,-1.6633540315712212,468.75,69.33924505609234
B1,baseline,4,training_template,common_baseline,1,Fz,24.060567456697378,-1.2888127658339523,324.21875,7.779324203315182
B1,baseline,4,training_template,common_baseline,1,F3,12.72053374732552,0.33047950835812645,324.21875,11.784262445735807
B1,baseline,4,training_template,common_baseline,1,F4,10.022003397830265,0.7127642764257334,328.125,15.360285459466052
B1,baseline,4,mechanism,branch_output,-1,Fz,48.65792450084881,-8.064141353892422,,
B1,baseline,4,mechanism,branch_output,-1,F3,26.45133659728104,0.20115441315773575,,
B1,baseline,4,mechanism,branch_output,-1,F4,28.306512048415247,0.03884135158160562,453.125,59.23785515763837
B1,baseline,4,mechanism,branch_output,1,Fz,29.790876790544946,-2.5088524508124777,,
B1,baseline,4,mechanism,branch_output,1,F3,19.34243318368119,-0.5480158940316884,,
B1,baseline,4,mechanism,branch_output,1,F4,17.913866598335403,0.08228457273306045,472.65625,38.774063642894916
B1,baseline,4,training_template,branch_output,-1,Fz,56.55202177870644,-11.24378743188226,,
B1,baseline,4,training_template,branch_output,-1,F3,19.074635124572435,0.5845870083008771,367.1875,5.9391273456139855
B1,baseline,4,training_template,branch_output,-1,F4,47.11978165992442,-1.6633540315712212,468.75,69.33924505609234
B1,baseline,4,training_template,branch_output,1,Fz,24.060567456697378,-1.2888127658339523,324.21875,7.779324203315182
B1,baseline,4,training_template,branch_output,1,F3,12.72053374732552,0.33047950835812645,324.21875,11.784262445735807
B1,baseline,4,training_template,branch_output,1,F4,10.022003397830265,0.7127642764257334,328.125,15.360285459466052
B1,denoised,4,mechanism,common_baseline,-1,Fz,48.51299966228838,-8.010227712236501,,
B1,denoised,4,mechanism,common_baseline,-1,F3,26.67524877752949,0.18757261668176373,,
B1,denoised,4,mechanism,common_baseline,-1,F4,27.359520678700985,0.10207651608416757,453.125,55.90308527438987
B1,denoised,4,mechanism,common_baseline,1,Fz,29.853422702776367,-2.5236015809956958,,
B1,denoised,4,mechanism,common_baseline,1,F3,19.773559156591762,-0.6177928058652009,,
B1,denoised,4,mechanism,common_baseline,1,F4,17.670461143581047,0.1070541407834571,472.65625,37.276106707083315
B1,denoised,4,training_template,common_baseline,-1,Fz,55.9491870930862,-10.984145440731211,,
B1,denoised,4,training_template,common_baseline,-1,F3,20.12980892925464,0.5373560348156351,367.1875,5.747697649006728
B1,denoised,4,training_template,common_baseline,-1,F4,42.88628447499095,-1.2062727705838987,464.84375,65.0279083259817
B1,denoised,4,training_template,common_baseline,1,Fz,24.4579645239192,-1.3650436303953497,324.21875,7.381473356323682
B1,denoised,4,training_template,common_baseline,1,F3,12.90301788023544,0.3111323298220183,324.21875,11.411012609423866
B1,denoised,4,training_template,common_baseline,1,F4,9.934044466857145,0.717784046674982,328.125,15.718946260135214
B1,denoised,4,mechanism,branch_output,-1,Fz,48.1259771120397,-8.172508434876464,,
B1,denoised,4,mechanism,branch_output,-1,F3,25.363327757514295,0.20006177793496516,,
B1,denoised,4,mechanism,branch_output,-1,F4,26.32050257527887,0.1193502582962882,453.125,55.90308527438987
B1,denoised,4,mechanism,branch_output,1,Fz,28.200676474523057,-2.3999461052668876,,
B1,denoised,4,mechanism,branch_output,1,F3,18.811175013814566,-0.550786154648812,,
B1,denoised,4,mechanism,branch_output,1,F4,17.780792810061783,0.0917211285981363,472.65625,37.276106707083315
B1,denoised,4,training_template,branch_output,-1,Fz,55.57076979095825,-11.229869564523922,,
B1,denoised,4,training_template,branch_output,-1,F3,18.832275017279844,0.5589888638505438,367.1875,5.747697649006728
B1,denoised,4,training_template,branch_output,-1,F4,42.21701607410971,-1.265634892239774,464.84375,65.0279083259817
B1,denoised,4,training_template,branch_output,1,Fz,22.806371616530438,-1.2236445866242476,324.21875,7.381473356323682
B1,denoised,4,training_template,branch_output,1,F3,12.369492010697106,0.32946138071889564,324.21875,11.411012609423866
B1,denoised,4,training_template,branch_output,1,F4,9.920645630770542,0.7172537573747781,328.125,15.718946260135214
B2,baseline,0,mechanism,common_baseline,-1,Fz,132.45486750865518,-1.9185522943749507,347.65625,1.2056447117811375
B2,baseline,0,mechanism,common_baseline,-1,F3,262.3199517771863,-7.373313473762561,,
B2,baseline,0,mechanism,common_baseline,-1,F4,238.60217251317033,-3.9943780013416665,,
B2,baseline,0,mechanism,common_baseline,1,Fz,58.88404045245991,0.06476146659190052,367.1875,59.09892123676401
B2,baseline,0,mechanism,common_baseline,1,F3,111.9225106336872,-2.628202588247678,375.0,49.973545972537025
B2,baseline,0,mechanism,common_baseline,1,F4,104.87006453948341,-0.6729587806049468,371.09375,74.52590401522772
B2,baseline,0,training_template,common_baseline,-1,Fz,132.64750370612242,-1.9270476809035992,347.65625,9.662928716693855
B2,baseline,0,training_template,common_baseline,-1,F3,267.6607610223796,-7.717744157952275,,
B2,baseline,0,training_template,common_baseline,-1,F4,241.88545041549753,-4.132773661091479,,
B2,baseline,0,training_template,common_baseline,1,Fz,51.11817852055358,0.2951804723347372,371.09375,60.1626844664395
B2,baseline,0,training_template,common_baseline,1,F3,104.49319815776707,-2.162515659515134,367.1875,47.9410829096742
B2,baseline,0,training_template,common_baseline,1,F4,95.02990205088332,-0.37373427260728853,371.09375,72.01883920662718
B2,baseline,0,mechanism,branch_output,-1,Fz,132.45486750865518,-1.9185522943749507,347.65625,1.2056447117811375
B2,baseline,0,mechanism,branch_output,-1,F3,262.3199517771863,-7.373313473762561,,
B2,baseline,0,mechanism,branch_output,-1,F4,238.60217251317033,-3.9943780013416665,,
B2,baseline,0,mechanism,branch_output,1,Fz,58.88404045245991,0.06476146659190052,367.1875,59.09892123676401
B2,baseline,0,mechanism,branch_output,1,F3,111.9225106336872,-2.628202588247678,375.0,49.973545972537025
B2,baseline,0,mechanism,branch_output,1,F4,104.87006453948341,-0.6729587806049468,371.09375,74.52590401522772
B2,baseline,0,training_template,branch_output,-1,Fz,132.64750370612242,-1.9270476809035992,347.65625,9.662928716693855
B2,baseline,0,training_template,branch_output,-1,F3,267.6607610223796,-7.717744157952275,,
B2,baseline,0,training_template,branch_output,-1,F4,241.88545041549753,-4.132773661091479,,
B2,baseline,0,training_template,branch_output,1,Fz,51.11817852055358,0.2951804723347372,371.09375,60.1626844664395
B2,baseline,0,training_template,branch_output,1,F3,104.49319815776707,-2.162515659515134,367.1875,47.9410829096742
B2,baseline,0,training_template,branch_output,1,F4,95.02990205088332,-0.37373427260728853,371.09375,72.01883920662718
B2,denoised,0,mechanism,common_baseline,-1,Fz,128.23504265209743,-1.7355526344715946,355.46875,7.724445850092977
B2,denoised,0,mechanism,common_baseline,-1,F3,257.5471326644072,-7.0713864412183565,,
B2,denoised,0,mechanism,common_baseline,-1,F4,231.03098837454417,-3.682449408998103,,
B2,denoised,0,mechanism,common_baseline,1,Fz,62.01099289828971,-0.037204895127800786,371.09375,54.317119171805096
B2,denoised,0,mechanism,common_baseline,1,F3,118.92436165575418,-3.096361723583634,378.90625,41.15162350792061
B2,denoised,0,mechanism,common_baseline,1,F4,109.94986368053898,-0.8389569419079421,375.0,68.2645377868441
B2,denoised,0,training_template,common_baseline,-1,Fz,127.97870567120566,-1.7246270336447864,347.65625,16.049252958281482
B2,denoised,0,training_template,common_baseline,-1,F3,262.270242297031,-7.370140298263134,,
B2,denoised,0,training_template,common_baseline,-1,F4,233.55243698797975,-3.785214699699596,,
B2,denoised,0,training_template,common_baseline,1,Fz,55.1248567252078,0.18036190581273315,371.09375,55.98232955675865
B2,denoised,0,training_template,common_baseline,1,F3,112.50166534575736,-2.66584876482506,367.1875,40.47664677165331
B2,denoised,0,training_template,common_baseline,1,F4,101.07624732805438,-0.5541051119851681,371.09375,66.54750381626583
B2,denoised,0,mechanism,branch_output,-1,Fz,110.65632404940052,-1.3612615355319413,355.46875,7.724445850092977
B2,denoised,0,mechanism,branch_output,-1,F3,227.84936652885995,-6.918498918226967,,
B2,denoised,0,mechanism,branch_output,-1,F4,202.95412640512905,-3.315974921204056,,
B2,denoised,0,mechanism,branch_output,1,Fz,49.356967053917266,0.2795132980196454,371.09375,54.317119171805096
B2,denoised,0,mechanism,branch_output,1,F3,96.92693354026237,-2.244586655756954,378.90625,41.15162350792061
B2,denoised,0,mechanism,branch_output,1,F4,87.79729124895599,-0.34052021395498255,375.0,68.2645377868441
B2,denoised,0,training_template,branch_output,-1,Fz,110.33409404450704,-1.3475296227630293,347.65625,16.049252958281482
B2,denoised,0,training_template,branch_output,-1,F3,232.51099069638138,-7.245826337004335,,
B2,denoised,0,training_template,branch_output,-1,F4,205.3926172326198,-3.4203107244891378,,
B2,denoised,0,training_template,branch_output,1,Fz,42.0576216438262,0.47685936007795504,371.09375,55.98232955675865
B2,denoised,0,training_template,branch_output,1,F3,90.2480743501456,-1.8128483542421927,367.1875,40.47664677165331
B2,denoised,0,training_template,branch_output,1,F4,78.58477677295348,-0.07395968947856302,371.09375,66.54750381626583
B2,baseline,1,mechanism,common_baseline,-1,Fz,75.88143329878363,-1.915852339970764,,
B2,baseline,1,mechanism,common_baseline,-1,F3,35.66801163673083,-4.105470211228128,,
B2,baseline,1,mechanism,common_baseline,-1,F4,43.280657598962875,-1.177440262154191,,
B2,baseline,1,mechanism,common_baseline,1,Fz,83.10540168641222,-0.13618297232557497,,
B2,baseline,1,mechanism,common_baseline,1,F3,92.2863035193981,-0.8883934607249666,,
B2,baseline,1,mechanism,common_baseline,1,F4,108.8795459867782,-0.007332134034976123,,
B2,baseline,1,training_template,common_baseline,-1,Fz,74.2621356192718,-1.7927325390346271,304.6875,11.494595446357817
B2,baseline,1,training_template,common_baseline,-1,F3,34.878428894407726,-3.8819325510337492,,
B2,baseline,1,training_template,common_baseline,-1,F4,46.28270640907489,-1.4899810438358085,,
B2,baseline,1,training_template,common_baseline,1,Fz,58.68723557550839,0.43339934004433833,367.1875,65.71989436577728
B2,baseline,1,training_template,common_baseline,1,F3,69.65978715133285,-0.07592567753175983,367.1875,64.56263878120227
B2,baseline,1,training_template,common_baseline,1,F4,74.04197312363226,0.5341607767160228,371.09375,89.29299103835208
B2,baseline,1,mechanism,branch_output,-1,Fz,75.88143329878363,-1.915852339970764,,
B2,baseline,1,mechanism,branch_output,-1,F3,35.66801163673083,-4.105470211228128,,
B2,baseline,1,mechanism,branch_output,-1,F4,43.280657598962875,-1.177440262154191,,
B2,baseline,1,mechanism,branch_output,1,Fz,83.10540168641222,-0.13618297232557497,,
B2,baseline,1,mechanism,branch_output,1,F3,92.2863035193981,-0.8883934607249666,,
B2,baseline,1,mechanism,branch_output,1,F4,108.8795459867782,-0.007332134034976123,,
B2,baseline,1,training_template,branch_output,-1,Fz,74.2621356192718,-1.7927325390346271,304.6875,11.494595446357817
B2,baseline,1,training_template,branch_output,-1,F3,34.878428894407726,-3.8819325510337492,,
B2,baseline,1,training_template,branch_output,-1,F4,46.28270640907489,-1.4899810438358085,,
B2,baseline,1,training_template,branch_output,1,Fz,58.68723557550839,0.43339934004433833,367.1875,65.71989436577728
B2,baseline,1,training_template,branch_output,1,F3,69.65978715133285,-0.07592567753175983,367.1875,64.56263878120227
B2,baseline,1,training_template,branch_output,1,F4,74.04197312363226,0.5341607767160228,371.09375,89.29299103835208
B2,denoised,1,mechanism,common_baseline,-1,Fz,75.48774372765753,-1.8856746608451185,,
B2,denoised,1,mechanism,common_baseline,-1,F3,34.00448881578423,-3.6403468987078726,,
B2,denoised,1,mechanism,common_baseline,-1,F4,42.238097292615606,-1.0738017659883194,,
B2,denoised,1,mechanism,common_baseline,1,Fz,86.54588002229654,-0.2322038658418386,,
B2,denoised,1,mechanism,common_baseline,1,F3,98.53776368206375,-1.1528976788032312,,
B2,denoised,1,mechanism,common_baseline,1,F4,114.62404358279657,-0.1164300966391254,,
B2,denoised,1,training_template,common_baseline,-1,Fz,72.84357078871084,-1.687057313196259,304.6875,14.273927002706575
B2,denoised,1,training_template,common_baseline,-1,F3,33.29108528063429,-3.4476832828438946,,
B2,denoised,1,training_template,common_baseline,-1,F4,43.17886596995416,-1.1672100780324306,304.6875,3.670695680820769
B2,denoised,1,training_template,common_baseline,1,Fz,63.98544992225052,0.3264773169726959,367.1875,59.19493755260551
B2,denoised,1,training_template,common_baseline,1,F3,78.46741407554296,-0.3652012179817723,472.65625,56.163333235243734
B2,denoised,1,training_template,common_baseline,1,F4,82.78204875474148,0.4176924425134789,414.0625,81.27138841339323
B2,denoised,1,mechanism,branch_output,-1,Fz,71.1113060023813,-1.1995972755702158,,
B2,denoised,1,mechanism,branch_output,-1,F3,31.69545799685182,-3.3503568322539463,,
B2,denoised,1,mechanism,branch_output,-1,F4,39.94424489864642,-0.5143891259084088,,
