dataset,branch,fold,feature,spatial_mode,window,train_effect,test_effect,same_sign
A1,denoised,1,7,lateral,50_250,0.3676843500480477,-0.6643920400497552,False
A1,denoised,1,8,lateral,250_500,0.4307369697014788,-0.4691441063094017,False
A1,denoised,1,9,lateral,500_750,0.48701706856758303,-0.4272582685448159,False
A1,baseline,2,1,common,50_250,0.29899789108142655,0.814465884685572,True
A1,baseline,2,2,common,250_500,0.2846066475610654,0.8285088522641486,True
A1,baseline,2,3,common,500_750,0.32612706727933555,0.7087455340503892,True
A1,baseline,2,4,midline,50_250,-0.4154135924101347,-0.8298127410597274,True
A1,baseline,2,5,midline,250_500,-0.3558250053376122,-0.7928536563346208,True
A1,baseline,2,6,midline,500_750,-0.31808107834727617,-0.7477908990438823,True
A1,baseline,2,7,lateral,50_250,-0.013658684779561328,0.6334570154569784,False
A1,baseline,2,8,lateral,250_500,0.12100305188975063,0.6219128596713219,True
A1,baseline,2,9,lateral,500_750,0.1698129842545352,0.6851872609776589,True
A1,denoised,2,1,common,50_250,0.29899789108142655,0.814465884685572,True
A1,denoised,2,2,common,250_500,0.2846066475610654,0.8285088522641486,True
A1,denoised,2,3,common,500_750,0.32612706727933555,0.7087455340503892,True
A1,denoised,2,4,midline,50_250,-0.4154135924101347,-0.8298127410597274,True
A1,denoised,2,5,midline,250_500,-0.3558250053376122,-0.7928536563346208,True
A1,denoised,2,6,midline,500_750,-0.31808107834727617,-0.7477908990438823,True
A1,denoised,2,7,lateral,50_250,-0.013658684779561328,0.6334570154569784,False
A1,denoised,2,8,lateral,250_500,0.12100305188975063,0.6219128596713219,True
A1,denoised,2,9,lateral,500_750,0.1698129842545352,0.6851872609776589,True
A1,baseline,3,1,common,50_250,0.39139474215249553,-0.18407389364723087,False
A1,baseline,3,2,common,250_500,0.4236140905093364,-0.5667322231857447,False
A1,baseline,3,3,common,500_750,0.4499216673405743,-0.7329616573842365,False
A1,baseline,3,4,midline,50_250,-0.44623300198361665,0.23185839728411295,False
A1,baseline,3,5,midline,250_500,-0.44391153065529054,0.5322978795256721,False
A1,baseline,3,6,midline,500_750,-0.45966119927306953,0.732918281482406,False
A1,baseline,3,7,lateral,50_250,0.2922370709930421,-0.18339842481907812,False
A1,baseline,3,8,lateral,250_500,0.32674108258370393,0.10625259303128849,True
A1,baseline,3,9,lateral,500_750,0.3576489385468037,0.27762365134469474,True
A1,denoised,3,1,common,50_250,0.39139474215249553,-0.18407389364723087,False
A1,denoised,3,2,common,250_500,0.4236140905093364,-0.5667322231857447,False
A1,denoised,3,3,common,500_750,0.4499216673405743,-0.7329616573842365,False
A1,denoised,3,4,midline,50_250,-0.44623300198361665,0.23185839728411295,False
A1,denoised,3,5,midline,250_500,-0.44391153065529054,0.5322978795256721,False
A1,denoised,3,6,midline,500_750,-0.45966119927306953,0.732918281482406,False
A1,denoised,3,7,lateral,50_250,0.2922370709930421,-0.18339842481907812,False
A1,denoised,3,8,lateral,250_500,0.32674108258370393,0.10625259303128849,True
A1,denoised,3,9,lateral,500_750,0.3576489385468037,0.27762365134469474,True
A1,baseline,4,1,common,50_250,0.31768939704007837,0.9180607904761495,True
A1,baseline,4,2,common,250_500,0.3097615661836304,0.9922557740438319,True
A1,baseline,4,3,common,500_750,0.23880988873205267,1.211664305571633,True
