iteration,model,n,BA,AUC
33,lateral_3windows,275,0.47724867724867726,0.4148677248677249
34,all_9windows,275,0.5337301587301587,0.5360317460317461
34,early_lateral,275,0.47010582010582014,0.43312169312169313
34,lateral_3windows,275,0.49126984126984125,0.5006878306878306
35,all_9windows,275,0.3854497354497355,0.33952380952380956
35,early_lateral,275,0.4132275132275132,0.3713227513227513
35,lateral_3windows,275,0.3892857142857143,0.32640211640211636
36,all_9windows,275,0.5408730158730158,0.5300529100529101
36,early_lateral,275,0.4752645502645503,0.4597354497354498
36,lateral_3windows,275,0.553042328042328,0.5302116402116401
37,all_9windows,275,0.5153439153439153,0.5166137566137566
37,early_lateral,275,0.576058201058201,0.5888359788359788
37,lateral_3windows,275,0.5388888888888889,0.5644444444444443
38,all_9windows,275,0.4846560846560847,0.44481481481481483
38,early_lateral,275,0.5251322751322751,0.5247619047619048
38,lateral_3windows,275,0.47619047619047616,0.4681481481481482
39,all_9windows,275,0.5332010582010582,0.5447089947089947
39,early_lateral,275,0.503968253968254,0.5002645502645503
39,lateral_3windows,275,0.519047619047619,0.5294179894179893
40,all_9windows,275,0.5206349206349207,0.5087301587301587
40,early_lateral,275,0.5007936507936508,0.4525925925925926
40,lateral_3windows,275,0.5386243386243386,0.5350264550264551
41,all_9windows,275,0.4804232804232804,0.44121693121693123
41,early_lateral,275,0.48478835978835977,0.4888888888888889
41,lateral_3windows,275,0.48783068783068784,0.4744973544973546
42,all_9windows,275,0.5517195767195767,0.5655026455026455
42,early_lateral,275,0.5257936507936507,0.5308465608465609
42,lateral_3windows,275,0.5777777777777777,0.611957671957672
43,all_9windows,275,0.48783068783068784,0.49
43,early_lateral,275,0.4894179894179894,0.4870899470899471
43,lateral_3windows,275,0.4715608465608465,0.44677248677248677
44,all_9windows,275,0.49470899470899465,0.49756613756613755
44,early_lateral,275,0.5033068783068783,0.494920634920635
44,lateral_3windows,275,0.5100529100529101,0.47550264550264554
45,all_9windows,275,0.43994708994709,0.44211640211640213
45,early_lateral,275,0.5257936507936507,0.5003174603174603
45,lateral_3windows,275,0.4042328042328043,0.37513227513227515
46,all_9windows,275,0.5207671957671958,0.49476190476190485
46,early_lateral,275,0.546957671957672,0.5356084656084655
46,lateral_3windows,275,0.5313492063492063,0.5460317460317461
47,all_9windows,275,0.47632275132275137,0.4555555555555556
47,early_lateral,275,0.4603174603174603,0.4866666666666667
47,lateral_3windows,275,0.4794973544973545,0.49142857142857144
48,all_9windows,275,0.5056878306878307,0.4771428571428572
48,early_lateral,275,0.5033068783068783,0.5296296296296297
48,lateral_3windows,275,0.5132275132275133,0.514973544973545
49,all_9windows,275,0.4989417989417989,0.5053439153439154
49,early_lateral,275,0.3921957671957672,0.36174603174603176
49,lateral_3windows,275,0.4656084656084656,0.4345502645502646
50,all_9windows,275,0.5185185185185185,0.5487830687830688
50,early_lateral,275,0.5178571428571428,0.5143915343915344
50,lateral_3windows,275,0.5101851851851852,0.5256613756613757
51,all_9windows,275,0.5234126984126983,0.4984126984126984
51,early_lateral,275,0.5185185185185185,0.5454497354497354
51,lateral_3windows,275,0.5193121693121693,0.5132804232804232
52,all_9windows,275,0.5269841269841269,0.5484656084656084
52,early_lateral,275,0.5033068783068783,0.5429100529100529
52,lateral_3windows,275,0.5424603174603174,0.5573015873015874
53,all_9windows,275,0.4756613756613757,0.46862433862433867
53,early_lateral,275,0.5185185185185185,0.5251322751322751
53,lateral_3windows,275,0.5007936507936508,0.5091534391534391
54,all_9windows,275,0.5408730158730158,0.5408465608465608
54,early_lateral,275,0.428968253968254,0.38428571428571434
54,lateral_3windows,275,0.38611111111111107,0.3401058201058201
55,all_9windows,275,0.4808201058201058,0.4832804232804232
55,early_lateral,275,0.5542328042328042,0.549047619047619
55,lateral_3windows,275,0.5318783068783068,0.5313756613756614
56,all_9windows,275,0.5802910052910053,0.5582010582010581
56,early_lateral,275,0.4933862433862434,0.43714285714285717
56,lateral_3windows,275,0.48068783068783066,0.46661375661375665
57,all_9windows,275,0.5156084656084656,0.5035978835978836
57,early_lateral,275,0.503968253968254,0.4891534391534391
57,lateral_3windows,275,0.4335978835978836,0.38550264550264546
58,all_9windows,275,0.5382275132275132,0.514973544973545
58,early_lateral,275,0.503968253968254,0.4766137566137566
58,lateral_3windows,275,0.5456349206349207,0.5461375661375661
59,all_9windows,275,0.5026455026455027,0.5034391534391535
59,early_lateral,275,0.4814814814814815,0.4702645502645503
59,lateral_3windows,275,0.44365079365079363,0.45888888888888885
60,all_9windows,275,0.47619047619047616,0.46222222222222226
60,early_lateral,275,0.5185185185185185,0.5008465608465609
60,lateral_3windows,275,0.5166666666666666,0.4909523809523809
61,all_9windows,275,0.5231481481481481,0.5167724867724868
61,early_lateral,275,0.546957671957672,0.5577777777777778
61,lateral_3windows,275,0.5134920634920634,0.5295238095238095
62,all_9windows,275,0.4735449735449735,0.46661375661375654
62,early_lateral,275,0.503968253968254,0.4835978835978836
62,lateral_3windows,275,0.4720899470899471,0.45052910052910056
63,all_9windows,275,0.5380952380952381,0.49687830687830686
63,early_lateral,275,0.5251322751322751,0.5124867724867725
63,lateral_3windows,275,0.48743386243386244,0.5242857142857142
64,all_9windows,275,0.46984126984126984,0.4606878306878307
64,early_lateral,275,0.503968253968254,0.4971957671957672
64,lateral_3windows,275,0.47910052910052914,0.44746031746031745
65,all_9windows,275,0.5414021164021163,0.5356613756613757
65,early_lateral,275,0.5694444444444444,0.572063492063492
65,lateral_3windows,275,0.5371693121693122,0.5585185185185185
66,all_9windows,275,0.5043650793650793,0.503915343915344
66,early_lateral,275,0.503968253968254,0.5148677248677248
66,lateral_3windows,275,0.48597883597883595,0.48962962962962964
67,all_9windows,275,0.535978835978836,0.5397354497354498
67,early_lateral,275,0.5185185185185185,0.4931746031746032
67,lateral_3windows,275,0.48373015873015873,0.47878306878306875
68,all_9windows,275,0.4365079365079365,0.41693121693121693
68,early_lateral,275,0.5396825396825397,0.5375132275132275
68,lateral_3windows,275,0.5236772486772487,0.517989417989418
69,all_9windows,275,0.5202380952380952,0.5231216931216931
69,early_lateral,275,0.42552910052910053,0.37089947089947095
69,lateral_3windows,275,0.4579365079365079,0.3941798941798942
70,all_9windows,275,0.5033068783068783,0.4704232804232804
70,early_lateral,275,0.44219576719576725,0.41798941798941797
70,lateral_3windows,275,0.4183862433862434,0.3537566137566137
71,all_9windows,275,0.462037037037037,0.4312169312169313
71,early_lateral,275,0.47791005291005295,0.46031746031746035
71,lateral_3windows,275,0.4977513227513228,0.48
72,all_9windows,275,0.525,0.5242328042328043
72,early_lateral,275,0.48214285714285715,0.5269312169312169
72,lateral_3windows,275,0.4677248677248677,0.49296296296296294
73,all_9windows,275,0.5076719576719577,0.5004761904761905
73,early_lateral,275,0.49669312169312174,0.5042328042328043
73,lateral_3windows,275,0.47579365079365077,0.4266137566137566
74,all_9windows,275,0.4923280423280424,0.4978835978835978
74,early_lateral,275,0.5251322751322751,0.5479365079365079
74,lateral_3windows,275,0.5284391534391535,0.5395238095238095
75,all_9windows,275,0.4857142857142857,0.5043915343915344
75,early_lateral,275,0.3990740740740741,0.3762962962962963
75,lateral_3windows,275,0.4907407407407407,0.4845502645502646
76,all_9windows,275,0.49986772486772485,0.49576719576719575
76,early_lateral,275,0.4894179894179894,0.4898941798941799
76,lateral_3windows,275,0.46838624338624335,0.4522751322751323
77,all_9windows,275,0.39801587301587305,0.35370370370370363
77,early_lateral,275,0.4411375661375661,0.38116402116402115
77,lateral_3windows,275,0.4126984126984127,0.3788888888888889
78,all_9windows,275,0.46375661375661376,0.43529100529100523
78,early_lateral,275,0.5185185185185185,0.4976719576719577
78,lateral_3windows,275,0.5005291005291005,0.4891534391534391
79,all_9windows,275,0.47500000000000003,0.4742328042328042
79,early_lateral,275,0.5476190476190477,0.5239153439153439
79,lateral_3windows,275,0.4977513227513228,0.5085185185185185
80,all_9windows,275,0.5011904761904762,0.4563492063492063
80,early_lateral,275,0.5112433862433863,0.518888888888889
80,lateral_3windows,275,0.5304232804232805,0.516984126984127
81,all_9windows,275,0.4658730158730159,0.4023809523809524
81,early_lateral,275,0.502910052910053,0.47317460317460314
81,lateral_3windows,275,0.5166666666666666,0.49126984126984125
82,all_9windows,275,0.5105820105820106,0.4960846560846561
82,early_lateral,275,0.4894179894179894,0.49264550264550266
82,lateral_3windows,275,0.46825396825396826,0.48576719576719574
83,all_9windows,275,0.5100529100529101,0.48253968253968255
83,early_lateral,275,0.48214285714285715,0.5076719576719577
83,lateral_3windows,275,0.5047619047619047,0.5177248677248678
84,all_9windows,275,0.4826719576719577,0.46169312169312177
84,early_lateral,275,0.5185185185185185,0.5030687830687831
84,lateral_3windows,275,0.4572751322751323,0.4802645502645503
85,all_9windows,275,0.5257936507936507,0.518941798941799
85,early_lateral,275,0.5615079365079365,0.5341269841269841
85,lateral_3windows,275,0.5060846560846561,0.4634920634920635
86,all_9windows,275,0.5376984126984127,0.5415873015873015
86,early_lateral,275,0.533068783068783,0.5434391534391535
86,lateral_3windows,275,0.5198412698412698,0.5367195767195767
87,all_9windows,275,0.5185185185185185,0.5286243386243386
87,early_lateral,275,0.5257936507936507,0.5229100529100529
87,lateral_3windows,275,0.4724867724867725,0.434973544973545
88,all_9windows,275,0.5666666666666667,0.5599999999999999
88,early_lateral,275,0.5324074074074074,0.502910052910053
88,lateral_3windows,275,0.5088624338624339,0.49333333333333335
89,all_9windows,275,0.5005291005291005,0.5002116402116401
89,early_lateral,275,0.4144179894179894,0.36333333333333334
89,lateral_3windows,275,0.43994708994709,0.3713227513227513
90,all_9windows,275,0.43994708994709,0.3935978835978836
90,early_lateral,275,0.42208994708994707,0.40656084656084657
90,lateral_3windows,275,0.5089947089947089,0.4543386243386244
91,all_9windows,275,0.4720899470899471,0.45206349206349206
91,early_lateral,275,0.533068783068783,0.5141269841269842
91,lateral_3windows,275,0.5191798941798942,0.5168253968253969
92,all_9windows,275,0.6091269841269842,0.6044973544973545
92,early_lateral,275,0.4894179894179894,0.486031746031746
92,lateral_3windows,275,0.5443121693121693,0.5084126984126984
93,all_9windows,275,0.5419312169312169,0.5419047619047619
93,early_lateral,275,0.5251322751322751,0.5278306878306879
93,lateral_3windows,275,0.5605820105820105,0.5560317460317461
94,all_9windows,275,0.5269841269841269,0.502962962962963
94,early_lateral,275,0.503968253968254,0.5358730158730158
94,lateral_3windows,275,0.519047619047619,0.5314285714285715
95,all_9windows,275,0.5394179894179894,0.5205820105820106
95,early_lateral,275,0.4748677248677249,0.4696296296296296
95,lateral_3windows,275,0.4899470899470899,0.46365079365079365
96,all_9windows,275,0.5243386243386243,0.5134391534391535
96,early_lateral,275,0.5396825396825397,0.5437037037037037
96,lateral_3windows,275,0.5755291005291006,0.5735449735449736
97,all_9windows,275,0.4383597883597884,0.4234391534391534
97,early_lateral,275,0.42142857142857143,0.38243386243386246
97,lateral_3windows,275,0.3810846560846561,0.35291005291005295
98,all_9windows,275,0.5476190476190477,0.543068783068783
98,early_lateral,275,0.45277777777777783,0.4422222222222222
98,lateral_3windows,275,0.4976190476190476,0.4985185185185185
99,all_9windows,275,0.4648148148148148,0.4416931216931217
99,early_lateral,275,0.4034391534391535,0.3612169312169312
99,lateral_3windows,275,0.4984126984126984,0.4953439153439153
100,all_9windows,275,0.4923280423280424,0.47243386243386243
100,early_lateral,275,0.5105820105820106,0.5035978835978836
100,lateral_3windows,275,0.4886243386243386,0.4588359788359789
101,all_9windows,275,0.4656084656084656,0.4803174603174603
101,early_lateral,275,0.5396825396825397,0.5421693121693122
101,lateral_3windows,275,0.5314814814814814,0.5462962962962963
102,all_9windows,275,0.45105820105820105,0.4426984126984127
102,early_lateral,275,0.4921957671957672,0.4670899470899471
102,lateral_3windows,275,0.5641534391534391,0.5222222222222223
103,all_9windows,275,0.45925925925925926,0.44492063492063494
103,early_lateral,275,0.49576719576719575,0.48925925925925917
103,lateral_3windows,275,0.45066137566137565,0.42121693121693127
104,all_9windows,275,0.45595238095238094,0.4308465608465608
104,early_lateral,275,0.4546296296296296,0.4114285714285715
104,lateral_3windows,275,0.49457671957671956,0.4815343915343915
105,all_9windows,275,0.4869047619047619,0.4770899470899471
105,early_lateral,275,0.5396825396825397,0.5212169312169312
105,lateral_3windows,275,0.4846560846560847,0.46190476190476193
106,all_9windows,275,0.491005291005291,0.4555555555555555
106,early_lateral,275,0.49669312169312174,0.49772486772486774
106,lateral_3windows,275,0.4973544973544973,0.46952380952380957
107,all_9windows,275,0.47328042328042325,0.47174603174603175
107,early_lateral,275,0.5185185185185185,0.5295238095238095
107,lateral_3windows,275,0.5264550264550264,0.5211111111111111
108,all_9windows,275,0.45396825396825397,0.443968253968254
108,early_lateral,275,0.4935185185185186,0.4234391534391534
108,lateral_3windows,275,0.49417989417989416,0.4817989417989418
109,all_9windows,275,0.47579365079365077,0.4945502645502646
109,early_lateral,275,0.5396825396825397,0.4991534391534392
109,lateral_3windows,275,0.5141534391534391,0.5256613756613757
110,all_9windows,275,0.5324074074074074,0.5484656084656084
110,early_lateral,275,0.4548941798941799,0.42005291005291007
110,lateral_3windows,275,0.5097883597883598,0.4813227513227513
111,all_9windows,275,0.5001322751322751,0.5076190476190476
111,early_lateral,275,0.5178571428571428,0.5032804232804233
111,lateral_3windows,275,0.48783068783068784,0.4703703703703704
112,all_9windows,275,0.4846560846560847,0.43280423280423286
112,early_lateral,275,0.46296296296296297,0.4717989417989418
112,lateral_3windows,275,0.4992063492063492,0.49873015873015875
113,all_9windows,275,0.5329365079365079,0.584920634920635
113,early_lateral,275,0.503968253968254,0.5200529100529101
113,lateral_3windows,275,0.5779100529100529,0.6032275132275133
114,all_9windows,275,0.4603174603174603,0.44825396825396824
114,early_lateral,275,0.49669312169312174,0.4866137566137566
114,lateral_3windows,275,0.48664021164021165,0.43920634920634927
115,all_9windows,275,0.5066137566137566,0.48084656084656086
115,early_lateral,275,0.5324074074074074,0.5166137566137565
115,lateral_3windows,275,0.5465608465608466,0.5412169312169313
116,all_9windows,275,0.5084656084656085,0.5217460317460317
116,early_lateral,275,0.5476190476190477,0.5352910052910053
116,lateral_3windows,275,0.522089947089947,0.5292063492063492
117,all_9windows,275,0.5306878306878307,0.5578306878306879
117,early_lateral,275,0.5112433862433863,0.5385185185185185
117,lateral_3windows,275,0.5444444444444444,0.5480423280423279
118,all_9windows,275,0.5145502645502645,0.5552380952380952
118,early_lateral,275,0.5396825396825397,0.5144973544973545
118,lateral_3windows,275,0.4666666666666667,0.41820105820105824
119,all_9windows,275,0.47314814814814815,0.4514814814814815
119,early_lateral,275,0.4894179894179894,0.4848677248677249
119,lateral_3windows,275,0.45714285714285713,0.44492063492063494
120,all_9windows,275,0.4714285714285714,0.47957671957671955
120,early_lateral,275,0.49669312169312174,0.5285185185185186
120,lateral_3windows,275,0.49695767195767193,0.5235978835978836
121,all_9windows,275,0.50489417989418,0.5116402116402117
121,early_lateral,275,0.5033068783068783,0.5193121693121693
121,lateral_3windows,275,0.49523809523809526,0.4966666666666667
122,all_9windows,275,0.46111111111111114,0.4601587301587301
122,early_lateral,275,0.503968253968254,0.5086243386243385
122,lateral_3windows,275,0.47883597883597884,0.5005291005291005
123,all_9windows,275,0.5203703703703704,0.5507936507936508
123,early_lateral,275,0.5112433862433863,0.5413756613756614
123,lateral_3windows,275,0.5183862433862434,0.5124338624338625
124,all_9windows,275,0.45806878306878307,0.43677248677248676
124,early_lateral,275,0.47764550264550265,0.4585714285714286
124,lateral_3windows,275,0.5420634920634921,0.5096825396825397
125,all_9windows,275,0.5164021164021164,0.5238095238095238
125,early_lateral,275,0.5403439153439153,0.5615343915343916
125,lateral_3windows,275,0.5187830687830688,0.5361375661375661
126,all_9windows,275,0.49933862433862436,0.48164021164021165
126,early_lateral,275,0.503968253968254,0.5054497354497355
126,lateral_3windows,275,0.47923280423280423,0.4691534391534391
127,all_9windows,275,0.516005291005291,0.4852910052910053
127,early_lateral,275,0.4378306878306878,0.41788359788359786
127,lateral_3windows,275,0.5279100529100529,0.5215873015873016
128,all_9windows,275,0.4939153439153439,0.4729629629629629
128,early_lateral,275,0.5185185185185185,0.502010582010582
128,lateral_3windows,275,0.5080687830687831,0.47571428571428576
129,all_9windows,275,0.5482804232804233,0.5412169312169313
129,early_lateral,275,0.5178571428571428,0.5042857142857143
129,lateral_3windows,275,0.4880952380952381,0.5124867724867725
130,all_9windows,275,0.5191798941798942,0.5117460317460317
130,early_lateral,275,0.4894179894179894,0.5240740740740741
130,lateral_3windows,275,0.537037037037037,0.5356613756613756
131,all_9windows,275,0.5568783068783069,0.5463492063492064
131,early_lateral,275,0.5687830687830688,0.5880952380952381
131,lateral_3windows,275,0.5756613756613757,0.5767195767195767
132,all_9windows,275,0.4497354497354497,0.4480423280423281
132,early_lateral,275,0.5185185185185185,0.5308465608465608
132,lateral_3windows,275,0.46084656084656084,0.48788359788359786
133,all_9windows,275,0.49973544973544975,0.523068783068783
133,early_lateral,275,0.5403439153439153,0.524074074074074
133,lateral_3windows,275,0.4825396825396825,0.4835978835978836
134,all_9windows,275,0.5365079365079365,0.5359259259259259
134,early_lateral,275,0.4384920634920635,0.4586243386243386
134,lateral_3windows,275,0.4578042328042328,0.4613756613756614
135,all_9windows,275,0.5474867724867725,0.5797883597883597
135,early_lateral,275,0.5615079365079365,0.5578835978835979
135,lateral_3windows,275,0.5498677248677248,0.5411111111111111
136,all_9windows,275,0.5264550264550264,0.55
136,early_lateral,275,0.5324074074074074,0.5253968253968253
136,lateral_3windows,275,0.5465608465608466,0.5407407407407407
137,all_9windows,275,0.5386243386243386,0.5684656084656085
137,early_lateral,275,0.5324074074074074,0.6031746031746033
137,lateral_3windows,275,0.5394179894179894,0.5914814814814815
138,all_9windows,275,0.5451058201058201,0.546878306878307
138,early_lateral,275,0.5178571428571428,0.5183068783068783
138,lateral_3windows,275,0.5066137566137566,0.5217460317460317
139,all_9windows,275,0.5476190476190477,0.5479365079365079
139,early_lateral,275,0.4748677248677249,0.48058201058201055
139,lateral_3windows,275,0.5051587301587301,0.5145502645502645
140,all_9windows,275,0.4785714285714286,0.49391534391534386
140,early_lateral,275,0.5112433862433863,0.5086243386243386
140,lateral_3windows,275,0.48677248677248675,0.4601587301587302
141,all_9windows,275,0.4656084656084656,0.4456084656084657
141,early_lateral,275,0.444047619047619,0.40619047619047616
141,lateral_3windows,275,0.514021164021164,0.5021164021164022
142,all_9windows,275,0.4474867724867725,0.3671428571428571
142,early_lateral,275,0.5105820105820106,0.49550264550264556
142,lateral_3windows,275,0.46335978835978836,0.45502645502645506
143,all_9windows,275,0.5205026455026456,0.5089417989417989
143,early_lateral,275,0.4711640211640212,0.47375661375661376
143,lateral_3windows,275,0.5453703703703704,0.5315873015873016
144,all_9windows,275,0.5301587301587302,0.5583597883597883
144,early_lateral,275,0.576058201058201,0.5777777777777778
144,lateral_3windows,275,0.5574074074074074,0.5540211640211641
145,all_9windows,275,0.5369047619047619,0.563068783068783
145,early_lateral,275,0.533068783068783,0.5331216931216931
145,lateral_3windows,275,0.5183862433862434,0.4998941798941799
146,all_9windows,275,0.492989417989418,0.4943915343915344
146,early_lateral,275,0.5185185185185185,0.5092063492063492
146,lateral_3windows,275,0.5186507936507936,0.4912698412698413
147,all_9windows,275,0.5382275132275132,0.49719576719576725
147,early_lateral,275,0.5112433862433863,0.5144444444444445
147,lateral_3windows,275,0.5478835978835979,0.5414285714285715
148,all_9windows,275,0.523015873015873,0.5505820105820105
148,early_lateral,275,0.5687830687830688,0.5671428571428572
148,lateral_3windows,275,0.5535714285714286,0.5596825396825398
149,all_9windows,275,0.5107142857142857,0.5562433862433863
149,early_lateral,275,0.42288359788359786,0.3887301587301587
149,lateral_3windows,275,0.49444444444444446,0.5012698412698412
150,all_9windows,275,0.48796296296296293,0.5012698412698412
150,early_lateral,275,0.5257936507936507,0.5192063492063492
150,lateral_3windows,275,0.5477513227513228,0.5034391534391536
151,all_9windows,275,0.5318783068783068,0.511058201058201
151,early_lateral,275,0.49669312169312174,0.5292063492063492
151,lateral_3windows,275,0.5380952380952381,0.5384656084656085
152,all_9windows,275,0.5157407407407407,0.5545502645502646
152,early_lateral,275,0.5476190476190477,0.5357671957671957
152,lateral_3windows,275,0.5560846560846561,0.5749206349206348
153,all_9windows,275,0.3847883597883598,0.34428571428571425
153,early_lateral,275,0.4566137566137566,0.4406878306878307
153,lateral_3windows,275,0.4423280423280423,0.4126984126984126
154,all_9windows,275,0.47989417989417993,0.49687830687830686
154,early_lateral,275,0.43293650793650795,0.3934920634920635
154,lateral_3windows,275,0.46296296296296297,0.4873544973544973
155,all_9windows,275,0.520899470899471,0.5225396825396825
155,early_lateral,275,0.49576719576719575,0.45746031746031757
155,lateral_3windows,275,0.4365079365079365,0.4076719576719577
156,all_9windows,275,0.5121693121693122,0.5042857142857143
156,early_lateral,275,0.5621693121693122,0.5741798941798941
156,lateral_3windows,275,0.5301587301587302,0.5552380952380953
157,all_9windows,275,0.4914021164021164,0.48068783068783066
157,early_lateral,275,0.45939153439153435,0.47777777777777786
157,lateral_3windows,275,0.5170634920634921,0.5256084656084656
158,all_9windows,275,0.5100529100529101,0.48544973544973546
158,early_lateral,275,0.44285714285714284,0.41201058201058205
158,lateral_3windows,275,0.5276455026455027,0.5216931216931217
159,all_9windows,275,0.49126984126984125,0.5023809523809524
159,early_lateral,275,0.484920634920635,0.47968253968253965
159,lateral_3windows,275,0.5171957671957672,0.526984126984127
160,all_9windows,275,0.48756613756613754,0.5038095238095238
160,early_lateral,275,0.5403439153439153,0.5249206349206349
160,lateral_3windows,275,0.5005291005291005,0.5172486772486773
161,all_9windows,275,0.5105820105820106,0.493015873015873
161,early_lateral,275,0.533068783068783,0.49634920634920643
161,lateral_3windows,275,0.5157407407407407,0.5039153439153439
162,all_9windows,275,0.5234126984126983,0.5441269841269841
162,early_lateral,275,0.4894179894179894,0.5017989417989418
162,lateral_3windows,275,0.5232804232804232,0.5671428571428572
163,all_9windows,275,0.5380952380952381,0.5666666666666668
163,early_lateral,275,0.5542328042328042,0.5326455026455026
163,lateral_3windows,275,0.5498677248677248,0.5337037037037037
164,all_9windows,275,0.5186507936507936,0.5285185185185185
164,early_lateral,275,0.4458994708994709,0.38957671957671963
