cue,channel,MAE_before,MAE_after,corr_before,corr_after,amp_error_before,amp_error_after,latency_error_before_ms,latency_error_after_ms
-1,Fz,2.4780793991018952,3.4079119958106867,0.8123466930479413,0.5977950557693428,1.904109966856785,2.666633523268723,7.8125,19.53125
-1,F3,78.11044624027971,9.885427642814244,-0.5387796056823966,0.3906739551049419,0.3956605272718799,0.3956605272718799,,
-1,F4,56.103247807888955,7.867796820644025,0.25293371823182687,0.3884326590270364,3.388314608202733,7.430417470685401,,46.875
1,Fz,11.005978729620363,10.474610245476592,0.7307841115391954,0.7377933383428055,5.393316906639745,5.295291287628669,3.90625,7.8125
1,F3,46.28793335769355,3.225582642518092,-0.049784147095374945,0.414532505184673,46.174226106222235,1.5143254293823318,23.4375,31.25
1,F4,28.9767054667702,5.173412649516198,-0.11115288276674494,0.2846626145423503,28.9767054667702,2.808547577853724,31.25,11.71875
