dataset,V1_MAE,V2_MAE,V1_corr,V2_corr,V1_amp_error,V2_amp_error,V1_latency_error_ms,V2_latency_error_ms
VisualCogA_Task-1,6.384437048498211,6.672456999463307,0.34907730976806756,0.46898168799519163,2.263429104763293,3.3518126360151217,46.223958333333336,23.4375
VisualCogA_Task-2,61.30067238161069,45.143380704501475,0.4139543452968055,0.439369459391437,59.54033644129685,43.879533468509415,44.270833333333336,44.921875
VisualCogB_Task-1,16.967272266109244,16.89403559083748,0.5370755502363467,0.44190175472462384,12.373599478119162,12.705772139417697,39.84375,44.53125
VisualCogB_Task-2,15.507316488898667,16.84879014493946,0.09423085619055009,0.22357574340083097,8.132964010438586,10.505361367074899,33.59375,30.46875
