cue,channel,MAE_before,MAE_after,corr_before,corr_after,amp_error_before,amp_error_after,latency_error_before_ms,latency_error_after_ms
-1,Fz,37.36090471795608,8.007889005870556,0.7230196390025836,0.6258903986620616,37.02949721950153,5.94246104309314,7.8125,74.21875
-1,F3,50.38609996824115,17.50027482021789,0.740809923901026,0.8160688770526091,46.31031486827634,13.431983054850932,74.21875,15.625
-1,F4,61.6731424057749,13.513299085559272,0.6555582159207978,0.7433296478610651,61.6731424057749,13.300756612013119,7.8125,31.25
1,Fz,99.19247001853478,53.33940470837682,-0.26975779712869574,-0.35956532733431357,98.03264542627288,52.16546624723104,54.6875,82.03125
1,F3,183.47463023735256,108.78286676607233,0.5663531371316993,0.6473884751735904,183.47463023735256,108.78286676607233,35.15625,19.53125
1,F4,135.87122413434932,69.71654984091195,0.07667080434761657,0.1631046849336097,135.80834138123333,69.65366708779595,19.53125,46.875
