cue,channel,MAE_before,MAE_after,corr_before,corr_after,amp_error_before,amp_error_after,latency_error_before_ms,latency_error_after_ms
-1,Fz,9.315317220866797,5.017525608933048,0.624728423865258,0.5856644755401976,5.1167754002330605,3.010211263711968,35.15625,31.25
-1,F3,8.532156301394807,7.588636183529231,0.39490303676982436,0.6158781116597104,6.910651590627481,3.50010152803908,66.40625,109.375
-1,F4,68.17565823203886,35.2736437870038,-0.35612051524914645,0.20160008740853652,66.86518575356014,33.96317130852509,46.875,35.15625
1,Fz,34.85084696083068,27.891125957387377,0.03183290055151336,-0.08797193865800226,33.35999610924441,26.400275105801104,46.875,46.875
1,F3,36.70095564861432,19.0056226903053,0.3813509139911126,0.5673513152083357,5.975544543017597,5.975544543017597,,
1,F4,14.410070432008403,6.587659317866112,0.8627171538050799,0.7688884771889654,0.7651274219269149,3.3853290874113484,,0.0
