iteration,model,n,BA,AUC,balanced_logloss
40,post_minus_pre_cov6,275,0.5275132275132275,0.553015873015873,0.7210331773035384
40,pre_cov6,275,0.5371693121693122,0.5318518518518518,0.7226321104010186
41,post_cov6,275,0.47896825396825393,0.44391534391534393,0.7127767402486127
41,post_minus_pre_cov6,275,0.5161375661375661,0.5292592592592592,0.7053777367737564
41,pre_cov6,275,0.5465608465608466,0.4903174603174604,0.7416411684152414
42,post_cov6,275,0.5268518518518519,0.5264550264550265,0.7355085891207436
42,post_minus_pre_cov6,275,0.39656084656084656,0.34746031746031747,0.7153184430464155
42,pre_cov6,275,0.5404761904761906,0.5325925925925926,0.7362159314399979
43,post_cov6,275,0.43465608465608463,0.37592592592592594,0.7123822241275015
43,post_minus_pre_cov6,275,0.5089947089947089,0.5182539682539683,0.7248059926418952
43,pre_cov6,275,0.5427248677248677,0.5440740740740742,0.7243132569058585
44,post_cov6,275,0.5338624338624338,0.542063492063492,0.7334933133412749
44,post_minus_pre_cov6,275,0.4906084656084656,0.5077248677248678,0.7138135414982157
44,pre_cov6,275,0.5338624338624338,0.5333862433862434,0.7254902020922116
45,post_cov6,275,0.5063492063492063,0.4739682539682539,0.7221228086152438
45,post_minus_pre_cov6,275,0.4181216931216931,0.3841798941798942,0.7146010684649591
45,pre_cov6,275,0.4812169312169312,0.4801058201058201,0.7193775314789075
46,post_cov6,275,0.5486772486772487,0.5322751322751323,0.7115473847231863
46,post_minus_pre_cov6,275,0.5342592592592592,0.5227513227513227,0.715341749418368
46,pre_cov6,275,0.42208994708994707,0.3547619047619047,0.7162821315911299
47,post_cov6,275,0.5525132275132275,0.5531746031746032,0.7339069261569969
47,post_minus_pre_cov6,275,0.5313492063492063,0.5133862433862434,0.7099430714873463
47,pre_cov6,275,0.5185185185185185,0.5294708994708994,0.7322099415434997
48,post_cov6,275,0.4973544973544973,0.5011640211640211,0.7191156661687583
48,post_minus_pre_cov6,275,0.3748677248677249,0.37708994708994703,0.7204459794410933
48,pre_cov6,275,0.533994708994709,0.4937566137566138,0.7207669659799916
49,post_cov6,275,0.48756613756613754,0.4355026455026455,0.7251709532365163
49,post_minus_pre_cov6,275,0.49497354497354495,0.5182010582010582,0.7179748589863993
49,pre_cov6,275,0.5515873015873016,0.5405291005291005,0.743035975283802
50,post_cov6,275,0.5228835978835978,0.5173544973544973,0.7114976811661351
50,post_minus_pre_cov6,275,0.5128306878306879,0.524973544973545,0.7046719210408596
50,pre_cov6,275,0.426058201058201,0.38232804232804235,0.7131311870983259
51,post_cov6,275,0.5374338624338625,0.5005291005291006,0.7147429974612476
51,post_minus_pre_cov6,275,0.4396825396825397,0.44333333333333336,0.7097095508874707
51,pre_cov6,275,0.46534391534391534,0.4321693121693122,0.7129499445112719
52,post_cov6,275,0.5341269841269841,0.5333862433862434,0.7114811933495067
52,post_minus_pre_cov6,275,0.42208994708994707,0.4008465608465608,0.7165583407769931
52,pre_cov6,275,0.5051587301587301,0.49174603174603176,0.7138451883447516
53,post_cov6,275,0.5566137566137566,0.5513227513227513,0.7525133111048603
53,post_minus_pre_cov6,275,0.5084656084656085,0.4622751322751323,0.7231994564628572
53,pre_cov6,275,0.5462962962962963,0.5383597883597884,0.7345511945678007
54,post_cov6,275,0.5191798941798942,0.49920634920634915,0.7117638674273294
54,post_minus_pre_cov6,275,0.45846560846560847,0.44613756613756617,0.7128877240682097
54,pre_cov6,275,0.4281746031746032,0.40079365079365087,0.7109974245803428
55,post_cov6,275,0.5263227513227513,0.5263492063492063,0.7234622454155428
55,post_minus_pre_cov6,275,0.43994708994709,0.3768253968253968,0.7187628184663973
55,pre_cov6,275,0.5224867724867726,0.5434920634920636,0.7256661170002191
56,post_cov6,275,0.491005291005291,0.4975132275132276,0.7176704485404191
56,post_minus_pre_cov6,275,0.5022486772486773,0.4911111111111111,0.7066207049473476
56,pre_cov6,275,0.5064814814814815,0.5051322751322752,0.7013390821445744
57,post_cov6,275,0.4804232804232804,0.4535449735449736,0.7084286049201399
57,post_minus_pre_cov6,275,0.45833333333333337,0.44386243386243385,0.7152400622097812
57,pre_cov6,275,0.4482804232804233,0.3977777777777778,0.7143578760763603
58,post_cov6,275,0.47275132275132276,0.45285714285714285,0.7134319338612798
58,post_minus_pre_cov6,275,0.5092592592592593,0.49597883597883596,0.7164462715409069
58,pre_cov6,275,0.5576719576719577,0.5425925925925925,0.7084617878506585
59,post_cov6,275,0.49007936507936506,0.49910052910052904,0.7065063051311589
59,post_minus_pre_cov6,275,0.4722222222222222,0.43412698412698414,0.7165219563351073
59,pre_cov6,275,0.428042328042328,0.4244973544973545,0.717608258149013
60,post_cov6,275,0.5276455026455027,0.4912698412698413,0.7145355493234387
60,post_minus_pre_cov6,275,0.5164021164021164,0.5085714285714286,0.7091999263022046
60,pre_cov6,275,0.5332010582010582,0.5114285714285713,0.705071360107042
61,post_cov6,275,0.5126984126984127,0.4891534391534392,0.7242782505035912
61,post_minus_pre_cov6,275,0.5161375661375661,0.48777777777777787,0.7109564623810356
61,pre_cov6,275,0.5298941798941799,0.5407936507936508,0.7223406615666716
62,post_cov6,275,0.5083333333333333,0.48682539682539683,0.7223185224904547
62,post_minus_pre_cov6,275,0.4832010582010582,0.49063492063492065,0.7039607493034117
62,pre_cov6,275,0.5186507936507936,0.4982010582010582,0.7251403496903579
63,post_cov6,275,0.4740740740740741,0.45761904761904765,0.7124474217368735
63,post_minus_pre_cov6,275,0.4911375661375661,0.46370370370370373,0.7206412544934848
63,pre_cov6,275,0.507010582010582,0.518095238095238,0.7330960122823744
64,post_cov6,275,0.5149470899470899,0.4805291005291005,0.703123527980545
64,post_minus_pre_cov6,275,0.5674603174603174,0.5549206349206349,0.715574462381168
64,pre_cov6,275,0.49722222222222223,0.4944973544973545,0.711895062910231
65,post_cov6,275,0.4834656084656085,0.5086772486772486,0.7228820764111329
65,post_minus_pre_cov6,275,0.5306878306878307,0.45936507936507937,0.7082106818005318
65,pre_cov6,275,0.5243386243386243,0.5102116402116402,0.7230430742596169
66,post_cov6,275,0.4907407407407407,0.473968253968254,0.7141315358557292
66,post_minus_pre_cov6,275,0.5242063492063492,0.5470899470899471,0.7316621704065752
66,pre_cov6,275,0.548015873015873,0.5278306878306878,0.7343064022994699
67,post_cov6,275,0.5284391534391535,0.5206349206349207,0.7120290682014676
67,post_minus_pre_cov6,275,0.45833333333333337,0.4383597883597884,0.7087673485632945
67,pre_cov6,275,0.5068783068783068,0.5192063492063492,0.7143735492881459
68,post_cov6,275,0.5194444444444445,0.526084656084656,0.7173783259822932
68,post_minus_pre_cov6,275,0.5161375661375661,0.5197354497354496,0.7027547165905015
68,pre_cov6,275,0.4691798941798942,0.4574603174603175,0.7135414219122104
69,post_cov6,275,0.5083333333333333,0.48412698412698413,0.7198263439914945
69,post_minus_pre_cov6,275,0.5169312169312169,0.5296825396825396,0.7379332307632931
69,pre_cov6,275,0.5515873015873016,0.5634920634920635,0.756179304077123
70,post_cov6,275,0.4452380952380952,0.422010582010582,0.7179605479379747
70,post_minus_pre_cov6,275,0.5493386243386243,0.5319576719576719,0.7219235109695579
70,pre_cov6,275,0.4898148148148148,0.5037566137566138,0.7298282101465418
71,post_cov6,275,0.5783068783068783,0.5625925925925925,0.7192652331685625
71,post_minus_pre_cov6,275,0.5346560846560846,0.5304232804232805,0.7167941427784267
71,pre_cov6,275,0.43333333333333335,0.4215873015873015,0.711865901526002
72,post_cov6,275,0.5560846560846561,0.5674074074074075,0.7282735178189421
72,post_minus_pre_cov6,275,0.49404761904761907,0.482010582010582,0.7110944045259415
72,pre_cov6,275,0.5391534391534392,0.5215873015873016,0.7364954078274343
73,post_cov6,275,0.4283068783068783,0.45111111111111113,0.7149146853466599
73,post_minus_pre_cov6,275,0.43994708994709,0.4119047619047619,0.7213891868437713
73,pre_cov6,275,0.42552910052910053,0.39174603174603173,0.719064462203179
74,post_cov6,275,0.45820105820105816,0.42846560846560844,0.7131342503467608
74,post_minus_pre_cov6,275,0.44457671957671957,0.36656084656084653,0.7166494120255434
74,pre_cov6,275,0.4869047619047619,0.4458201058201058,0.710608060229748
75,post_cov6,275,0.4005291005291005,0.33661375661375664,0.7140924401191221
75,post_minus_pre_cov6,275,0.47698412698412695,0.46571428571428575,0.7163894761977336
75,pre_cov6,275,0.5035714285714286,0.4633333333333334,0.7310796731105216
76,post_cov6,275,0.5464285714285715,0.5497883597883597,0.7311844826519444
76,post_minus_pre_cov6,275,0.5417989417989417,0.5681481481481482,0.7036098663205806
76,pre_cov6,275,0.42473544973544974,0.3961904761904762,0.7185872190088529
77,post_cov6,275,0.5023809523809524,0.5111111111111111,0.7254474927371428
77,post_minus_pre_cov6,275,0.47910052910052914,0.4805291005291005,0.7123411370904171
77,pre_cov6,275,0.5246031746031745,0.5198412698412699,0.7481128136027803
78,post_cov6,275,0.5337301587301587,0.5043915343915344,0.7119792203711437
78,post_minus_pre_cov6,275,0.42142857142857143,0.3979365079365079,0.7149149951363346
78,pre_cov6,275,0.5223544973544973,0.5334391534391534,0.7142411530540427
79,post_cov6,275,0.5236772486772487,0.5056613756613757,0.7157747401260482
79,post_minus_pre_cov6,275,0.5674603174603174,0.5624338624338624,0.7181029369711773
79,pre_cov6,275,0.5005291005291005,0.4847619047619048,0.7133093907906082
80,post_cov6,275,0.47962962962962963,0.4412169312169313,0.7162401328805483
80,post_minus_pre_cov6,275,0.4801587301587301,0.4734920634920635,0.7164379239624299
80,pre_cov6,275,0.502910052910053,0.4901058201058201,0.7323284716916547
81,post_cov6,275,0.5023809523809524,0.4811111111111111,0.7185504358650603
81,post_minus_pre_cov6,275,0.5455026455026455,0.5001058201058202,0.7187024435882927
81,pre_cov6,275,0.40687830687830684,0.3620634920634921,0.7118162587022414
82,post_cov6,275,0.5708994708994709,0.5474074074074075,0.71465485788459
82,post_minus_pre_cov6,275,0.5125661375661376,0.5180423280423281,0.7097150074384249
82,pre_cov6,275,0.4883597883597883,0.503968253968254,0.6969365049782246
83,post_cov6,275,0.49444444444444446,0.47878306878306875,0.7359186722555309
83,post_minus_pre_cov6,275,0.5161375661375661,0.5225396825396825,0.7197463884912281
83,pre_cov6,275,0.5203703703703704,0.5019576719576719,0.712714239594481
84,post_cov6,275,0.5474867724867725,0.5363492063492064,0.7111390006581584
84,post_minus_pre_cov6,275,0.47235449735449736,0.47449735449735453,0.716583989924287
84,pre_cov6,275,0.5440476190476191,0.5662962962962963,0.7017057908628586
85,post_cov6,275,0.40687830687830684,0.4150793650793651,0.7152507091634995
85,post_minus_pre_cov6,275,0.4985449735449735,0.49433862433862436,0.7046423650877514
85,pre_cov6,275,0.4677248677248677,0.4341798941798941,0.71715142074786
86,post_cov6,275,0.5232804232804232,0.5185714285714286,0.7243181358930856
86,post_minus_pre_cov6,275,0.5272486772486773,0.48365079365079366,0.7168522289029331
86,pre_cov6,275,0.5629629629629629,0.5783597883597883,0.7350587978919343
87,post_cov6,275,0.42526455026455023,0.34746031746031747,0.7179324330644412
87,post_minus_pre_cov6,275,0.5243386243386243,0.47645502645502646,0.7181047134007842
87,pre_cov6,275,0.4902116402116402,0.43666666666666665,0.728226939155598
88,post_cov6,275,0.4617724867724868,0.46470899470899474,0.7238367412833875
88,post_minus_pre_cov6,275,0.5563492063492064,0.5675661375661377,0.732038123643758
88,pre_cov6,275,0.5358465608465608,0.528888888888889,0.7241883535123204
89,post_cov6,275,0.516005291005291,0.5063492063492063,0.7200799593100985
89,post_minus_pre_cov6,275,0.46891534391534395,0.4860846560846561,0.7216794916631355
89,pre_cov6,275,0.4064814814814815,0.37513227513227515,0.7232010344688812
90,post_cov6,275,0.5810846560846561,0.5752910052910053,0.6956593308821033
90,post_minus_pre_cov6,275,0.5022486772486773,0.48248677248677246,0.7034398020029222
90,pre_cov6,275,0.5177248677248677,0.4911640211640212,0.7205840101143552
91,post_cov6,275,0.5382275132275132,0.5134391534391535,0.7173950567723489
91,post_minus_pre_cov6,275,0.4834656084656085,0.4460846560846561,0.7077618465948541
91,pre_cov6,275,0.5443121693121693,0.5053439153439154,0.7204905550436327
92,post_cov6,275,0.49431216931216926,0.5047089947089948,0.7198060806408348
92,post_minus_pre_cov6,275,0.49470899470899465,0.4370899470899471,0.7099267757004986
92,pre_cov6,275,0.5149470899470899,0.4876719576719577,0.71778794050946
93,post_cov6,275,0.4531746031746032,0.405978835978836,0.7121216770462473
93,post_minus_pre_cov6,275,0.44047619047619047,0.43058201058201057,0.7043853205966286
93,pre_cov6,275,0.45211640211640214,0.4075132275132275,0.7138348690064049
94,post_cov6,275,0.523015873015873,0.5055026455026455,0.7253233113081949
94,post_minus_pre_cov6,275,0.4515873015873016,0.44941798941798944,0.7113104998469697
94,pre_cov6,275,0.5041005291005292,0.48957671957671955,0.7254069578733096
95,post_cov6,275,0.5448412698412699,0.5345502645502646,0.7270340591701421
95,post_minus_pre_cov6,275,0.4911375661375661,0.4789417989417989,0.7190806797910394
95,pre_cov6,275,0.5443121693121693,0.5675132275132275,0.7564910684016342
96,post_cov6,275,0.5531746031746032,0.5605820105820106,0.701203395075565
96,post_minus_pre_cov6,275,0.5268518518518519,0.5117989417989418,0.7031315126794873
96,pre_cov6,275,0.4951058201058201,0.49005291005291013,0.7039842945391922
97,post_cov6,275,0.5066137566137566,0.4706878306878307,0.7124485187132275
97,post_minus_pre_cov6,275,0.5128306878306879,0.5247619047619048,0.7037467570962754
97,pre_cov6,275,0.4626984126984127,0.442962962962963,0.7172586940148444
98,post_cov6,275,0.5493386243386243,0.5345502645502646,0.72910786838223
98,post_minus_pre_cov6,275,0.5305555555555556,0.5356613756613756,0.7300352381729527
98,pre_cov6,275,0.44537037037037036,0.4488359788359788,0.7110990411743785
99,post_cov6,275,0.5273809523809524,0.5346031746031746,0.7277893567883045
99,post_minus_pre_cov6,275,0.47923280423280423,0.4396296296296297,0.711488456590784
99,pre_cov6,275,0.5027777777777778,0.5064550264550265,0.731232759294986
100,post_cov6,275,0.553042328042328,0.5447619047619048,0.7181846275450655
100,post_minus_pre_cov6,275,0.5137566137566137,0.4984126984126984,0.707063305855624
100,pre_cov6,275,0.5335978835978836,0.5314285714285714,0.7287883244977253
101,post_cov6,275,0.5080687830687831,0.531957671957672,0.7309102128163533
101,post_minus_pre_cov6,275,0.5346560846560846,0.5386243386243386,0.7004006232912992
101,pre_cov6,275,0.5085978835978836,0.49158730158730163,0.7173263304306841
102,post_cov6,275,0.53505291005291,0.5037566137566137,0.7215452096633886
102,post_minus_pre_cov6,275,0.4031746031746032,0.38306878306878306,0.7160125117662426
102,pre_cov6,275,0.5022486772486773,0.46513227513227506,0.7236353307240835
103,post_cov6,275,0.4797619047619048,0.4534920634920635,0.7189196920910541
103,post_minus_pre_cov6,275,0.4037037037037037,0.38396825396825396,0.7205582094631855
103,pre_cov6,275,0.5088624338624339,0.4883597883597883,0.7157364311366743
104,post_cov6,275,0.5382275132275132,0.5520105820105821,0.7345513178332391
104,post_minus_pre_cov6,275,0.5382275132275132,0.5483068783068783,0.71672098930848
104,pre_cov6,275,0.41203703703703703,0.35724867724867726,0.7171624390567788
105,post_cov6,275,0.5051587301587301,0.49952380952380954,0.7058891492567845
105,post_minus_pre_cov6,275,0.5089947089947089,0.49857142857142855,0.7097760568241578
105,pre_cov6,275,0.5056878306878307,0.4762962962962963,0.7066721669131275
106,post_cov6,275,0.5632275132275133,0.5568253968253969,0.7247309428310551
106,post_minus_pre_cov6,275,0.3633597883597883,0.3495238095238095,0.7110671398703026
106,pre_cov6,275,0.5517195767195767,0.532910052910053,0.731621132430953
107,post_cov6,275,0.4208994708994709,0.38756613756613756,0.7249967997444631
107,post_minus_pre_cov6,275,0.5124338624338625,0.5357671957671958,0.7201124604622593
107,pre_cov6,275,0.5080687830687831,0.5341798941798942,0.7341601948822147
108,post_cov6,275,0.45185185185185184,0.4557142857142857,0.7178146095371007
108,post_minus_pre_cov6,275,0.5092592592592593,0.5072486772486773,0.7037951554846222
108,pre_cov6,275,0.49576719576719575,0.4848677248677249,0.7035418703991829
109,post_cov6,275,0.516005291005291,0.4938095238095238,0.7199375220202233
109,post_minus_pre_cov6,275,0.4613756613756614,0.39486772486772487,0.7115799754899057
109,pre_cov6,275,0.514021164021164,0.48619047619047623,0.7158746025958416
110,post_cov6,275,0.5133597883597883,0.49894179894179896,0.7239136746954362
110,post_minus_pre_cov6,275,0.5197089947089947,0.5231746031746032,0.7095292164445552
110,pre_cov6,275,0.5362433862433862,0.5440211640211641,0.7187946645726638
111,post_cov6,275,0.5121693121693122,0.482962962962963,0.7101049512276245
111,post_minus_pre_cov6,275,0.48716931216931214,0.503968253968254,0.7040828611791212
111,pre_cov6,275,0.40820105820105823,0.3699470899470899,0.7143987808481262
112,post_cov6,275,0.49497354497354495,0.4987830687830688,0.7058949388701817
112,post_minus_pre_cov6,275,0.5166666666666666,0.5268783068783068,0.7037143615181809
112,pre_cov6,275,0.46878306878306875,0.44931216931216933,0.7114079598703538
113,post_cov6,275,0.4437830687830688,0.4176719576719577,0.711982552059199
113,post_minus_pre_cov6,275,0.49828042328042327,0.48322751322751323,0.7065631047386663
113,pre_cov6,275,0.43306878306878305,0.39507936507936514,0.7099036607182573
114,post_cov6,275,0.5533068783068783,0.5124867724867724,0.7263823598721415
114,post_minus_pre_cov6,275,0.4984126984126984,0.5177248677248678,0.7130699639986036
114,pre_cov6,275,0.5182539682539683,0.51,0.7062916622746553
115,post_cov6,275,0.512962962962963,0.5201587301587302,0.7292017768668753
115,post_minus_pre_cov6,275,0.4726190476190476,0.4475132275132275,0.7141943189687034
115,pre_cov6,275,0.5101851851851852,0.4855555555555556,0.7201677222488767
116,post_cov6,275,0.47076719576719583,0.44164021164021156,0.7084508241387127
116,post_minus_pre_cov6,275,0.480026455026455,0.46798941798941796,0.7083584293095366
116,pre_cov6,275,0.533068783068783,0.5211640211640212,0.7085248608142329
117,post_cov6,275,0.5043650793650793,0.48978835978835983,0.7072780915678334
117,post_minus_pre_cov6,275,0.4548941798941799,0.44412698412698415,0.7219911948199518
117,pre_cov6,275,0.5116402116402117,0.4808465608465608,0.7410699658297624
118,post_cov6,275,0.48743386243386244,0.45206349206349206,0.7067224566443009
118,post_minus_pre_cov6,275,0.43994708994709,0.4183068783068783,0.7124308679613899
118,pre_cov6,275,0.4119047619047619,0.38142857142857145,0.713396257834412
119,post_cov6,275,0.43716931216931215,0.3826455026455027,0.7307396672842368
119,post_minus_pre_cov6,275,0.4907407407407407,0.4524867724867725,0.7112694665506305
119,pre_cov6,275,0.3927248677248677,0.337936507936508,0.7302253692020055
