fold,split,contrast_RMSE,S_delta,delta_energy,weighted_MSE,dataset,stage,variant,negative_R2,mean_R2,weighted_contrast_MSE
2,train,7.430549935479494,0.8120175121416882,158605.51376490912,93.54280313377103,B1,independent,same_kernel_no_ridge,2,0.2964896780230568,56.85167582589171
2,test,189.72238571796262,-0.08298173723515068,17947740.482292067,13106.245694897552,B1,independent,same_kernel_no_ridge,5,-4.5729702220652895,34127.603363595576
2,train,8.762122042048276,0.7386069269412967,158605.51376490912,148.12940563190912,B1,independent,same_kernel_equal_direction_penalty,4,-0.11636067703218671,76.44930230184747
2,test,187.6129239643227,-0.059032974513552716,17947740.482292067,13692.353828053643,B1,independent,same_kernel_equal_direction_penalty,5,-4.4352839543429265,33395.370434813245
2,train,11.205137020468063,0.5725258848811159,158605.51376490912,84.33972283367363,B1,independent,same_kernel_plus_affine,1,0.08978657709277572,119.81252373005931
2,test,185.49295598218518,-0.03523470525978856,17947740.482292067,12973.078417136881,B1,independent,same_kernel_plus_affine,5,-4.117631508442996,32671.90587622006
2,train,13.075921022008435,0.4178698992349874,158605.51376490912,100.58454789235965,B1,independent,affine_only,4,-0.18082925788863155,161.86917711730072
2,test,184.4962063023291,-0.024138893344777257,17947740.482292067,13042.212405591878,B1,independent,affine_only,5,-3.9836946803089437,32330.581579934238
2,oracle_not_prediction,62.06687840377681,0.8840945691610249,17947740.482292067,1820.9181213808345,B1,independent,test_oracle_same_span,1,0.26456274218567305,4207.502316749513
2,oracle_not_prediction,7.430123346445344,0.9983389755485463,17947740.482292067,95.3794477204671,B1,independent,test_oracle_span_plus_affine,0,0.915559532601796,54.52907428899665
3,train,28.350760044944966,0.4055297093250081,730117.9355409708,449.65671178552446,B1,independent,original,4,-0.20178233554562874,774.4007589594677
3,test,63.96378972739673,-0.21971838993847692,1811350.777541672,1900.8056001282987,B1,independent,original,5,-6.508412279060703,3904.5535398104075
3,train,12.06896750148516,0.892268928745396,730117.9355409708,164.7612331190448,B1,independent,same_kernel_no_ridge,0,0.4912362771231391,161.30260385710844
3,test,84.2682246465459,-1.1169903905348741,1811350.777541672,2376.606184166271,B1,independent,same_kernel_no_ridge,6,-8.579655948833386,6702.324984015572
3,train,14.951625441298017,0.8346601419776576,730117.9355409708,314.22026225736397,B1,independent,same_kernel_equal_direction_penalty,1,0.10479432285929925,232.6549608468222
3,test,77.43289450432431,-0.7874840930070122,1811350.777541672,2344.5178943702017,B1,independent,same_kernel_equal_direction_penalty,5,-7.092865409796372,5679.402716778019
3,train,22.07326726254158,0.6396421507813044,730117.9355409708,239.88565641361402,B1,independent,same_kernel_plus_affine,1,0.20830218181448099,467.88410838575936
3,test,68.64652842683033,-0.40484482557464996,1811350.777541672,1793.3400836796327,B1,independent,same_kernel_plus_affine,5,-6.865211899195352,4498.096373654393
3,train,27.045424794542416,0.45901109666802564,730117.9355409708,318.04355781402666,B1,independent,affine_only,3,0.022192964346079036,694.0797920605463
3,test,64.84831186449144,-0.2536853413815925,1811350.777541672,1734.3511792708125,B1,independent,affine_only,5,-6.610395039400672,4028.691631497619
3,oracle_not_prediction,26.248473562706238,0.7946005371384405,1811350.777541672,418.95562659430885,B1,independent,test_oracle_same_span,3,-0.6744731552495223,732.75428144604
3,oracle_not_prediction,7.9284947121446665,0.9812598665277067,1811350.777541672,40.923522702878536,B1,independent,test_oracle_span_plus_affine,0,0.6932647792450594,58.92214115582993
4,train,25.95752040116967,0.38831949424162193,594833.6490674107,425.8581592193379,B1,independent,original,4,-0.9750628212676754,658.1596161579422
4,test,20.78180892415855,-0.11401695874054951,209347.92108568145,853.8106860467724,B1,independent,original,3,-1.7997882268773644,422.75489199877967
4,train,13.064667838700869,0.84504878827598,594833.6490674107,188.48593693566679,B1,independent,same_kernel_no_ridge,1,-0.054199021701405004,187.78602434639208
4,test,35.53742583618362,-2.2575946271494156,209347.92108568145,1011.6104785139574,B1,independent,same_kernel_no_ridge,3,-2.0581326065367587,1198.6837186801138
4,train,14.985214618195222,0.7961436864694272,594833.6490674107,320.7465525944766,B1,independent,same_kernel_equal_direction_penalty,3,-0.49588381111825647,237.7131896584988
4,test,29.883510697238624,-1.3035006593750667,209347.92108568145,961.5932324019427,B1,independent,same_kernel_equal_direction_penalty,4,-1.9793386044906562,853.8850774194684
4,train,20.466876717094483,0.619721844362495,594833.6490674107,200.78117509013234,B1,independent,same_kernel_plus_affine,2,-0.1817185723997322,408.7031068380308
4,test,22.967518847138727,-0.3606714430185287,209347.92108568145,878.9510597554835,B1,independent,same_kernel_plus_affine,3,-1.8181558327881653,515.8052726353127
4,train,24.659344166683894,0.44797178493594336,594833.6490674107,262.45062672840066,B1,independent,affine_only,3,-0.5342269753435998,583.7950231586043
4,test,20.970377908563087,-0.1343253067313852,209347.92108568145,839.6489042295392,B1,independent,affine_only,3,-1.7229803342234409,434.5453468875872
4,oracle_not_prediction,11.360036018866763,0.6671224364322601,209347.92108568145,180.64231018620316,B1,independent,test_oracle_same_span,0,0.4730409248942052,136.25614079528057
4,oracle_not_prediction,7.644562226339326,0.8492593625108591,209347.92108568145,81.36447943754597,B1,independent,test_oracle_span_plus_affine,0,0.7552548414133643,55.94816758124304
0,train,28.14784413483591,0.9149187539100135,5028635.916363515,346.27411991243156,B2,independent,original,0,0.7145045126219034,818.0914006745247
0,test,129.62126700512175,-7.426204760452903,1076748.5009371398,26848.69178729525,B2,independent,original,5,-2.7537739452899856,15621.675629104016
0,train,20.502955355234615,0.9548584466927408,5028635.916363515,231.88361786383666,B2,independent,same_kernel_no_ridge,0,0.7823489046391569,454.7516294206189
0,test,137.39728700070626,-8.46751057253483,1076748.5009371398,26966.069211236227,B2,independent,same_kernel_no_ridge,5,-2.7256063292488855,17563.136584720527
0,train,20.933565070779068,0.9529423797855112,5028635.916363515,260.3131567572181,B2,independent,same_kernel_equal_direction_penalty,0,0.7686371440772094,474.2475480536696
