dataset,fold,trial_id,cue,coef_1,coef_2,coef_3,coef_4,coef_5,coef_6,coef_7,coef_8,coef_9,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9
B2,0,2,-1,123.24367033137564,598.2543084260886,80.66174039665192,-19.069520044307502,-75.17394641472764,-13.22804110963007,-5.011755259104474,-29.787853563745617,-5.539841836735191,1.6634267240539293,1.9303987822039066,1.7431725564874991,-1.1399405212719003,-1.5443341546659335,-1.1466410401420846,-0.3387348923038996,-0.04121748128278724,-0.7448013466135465
B2,0,3,-1,-15.457542684377552,23.515586750215853,-43.72623856726187,4.744968286702376,4.57448333632009,2.4071803059087094,1.3102324744569034,3.2885968416338818,3.205288475973304,-0.12230195840974836,-0.2572487224010551,-0.34136059676284936,0.07620994578194083,-0.12223949939370624,-0.05531435174127949,0.15621042540167343,0.693325609154643,0.000868719423665745
B2,0,4,1,1.4393131492992541,67.05014497050261,-9.75000384787642,1.790581331327351,12.976123777269299,1.4656899860883432,0.046563246661819366,-14.839949419071806,-0.37834859420421807,0.095239038165555,-0.09154165575869322,0.2280239071506796,-0.07466371674216798,0.027580729090929214,-0.12102966753909987,0.057278381591227806,0.29073711394806695,-0.3046968691061468
B2,0,5,-1,-3.7441229380286343,27.99765702803751,-12.991303207695704,7.218078163667484,22.614463469379817,4.3548216787936695,-2.638938164652494,-8.253300510679436,-3.1738384547356713,0.028504145992640673,-0.2401884661681885,0.17370518574824742,0.20250590856482212,0.1994540989445652,0.08062955037388587,-0.15296820622885962,0.43700968508254345,-0.5430595960605542
B2,0,6,1,71.67168123371108,473.8180253048526,48.22606517146001,-38.60897878573974,-115.45180235156924,-26.312478233772143,15.067769429909326,-10.619397866018222,10.202656431656578,0.9994557454227329,1.4567527340331516,1.1996052365731786,-2.137775181587879,-2.2625793142561093,-2.059924904615357,1.2332812433525817,0.38446473414718807,0.5975125244929367
B2,0,7,1,111.16966339704192,474.81208570166865,47.329619733177445,-11.156850288677251,-24.292987344298517,-5.006265807252146,-16.181088506355948,-79.12131694550142,-6.08014572840187,1.5079781881247136,1.4605364598628299,1.1845823199557926,-0.7358589014950012,-0.6370117136465656,-0.5727673113951204,-1.2131765118712448,-1.1367871149736832,-0.7908713792114341
B2,0,8,1,-10.94218746252129,183.30578777644791,-27.464940612374324,-1.2175188682754385,-36.30852151823187,-1.6595939816316008,4.480597918998269,27.082139164113663,10.966101887110026,-0.06416836926611859,0.35096614350544064,-0.068848614622846,-0.22828038957775654,-0.8512758312264723,-0.3391721365299302,0.40441678047907254,1.2217191307026989,0.6626091443061947
B2,0,9,1,9.683685359894058,51.25544814505947,-7.973681737896075,1.0761768927012658,4.412759186295294,0.5441276017810704,-3.863200642252822,-17.590141032548036,-3.2180675619957633,0.2013823919637191,-0.1516615464029486,0.2577920757466165,-0.11114668793282416,-0.12512340632575067,-0.1853540284350245,-0.2488151149019265,0.22966241511250562,-0.5468308744923315
B2,0,10,-1,87.9249833433882,517.3788115879075,75.65802825283791,-33.0419518957831,-100.05245214404688,-21.961917906603563,9.838604479287326,-9.804688964389792,5.655879058395137,1.2087112171733756,1.6225596334410843,1.6593187633799864,-1.853480081134005,-1.987974112709867,-1.7562590678259773,0.823892485117446,0.40255732833654834,0.20982295750622068
B2,0,11,1,61.32253783846125,315.55807447937553,32.99971239220621,-13.250621968001902,-51.027803057157904,-8.775138780124374,9.89007344469324,24.09593209449336,9.385549193938765,0.866214212792963,0.8543625114068956,0.9444371935209784,-0.8427829458129754,-1.1137538721270692,-0.8358318086078201,0.8279219651652436,1.1554031341939486,0.5278403313841505
