dataset,fold,trial_id,cue,coef_1,coef_2,coef_3,coef_4,coef_5,coef_6,coef_7,coef_8,coef_9,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9
A1,0,2,1,-22.308097604724527,-1.6722797690640498,8.863216752361454,19.79210305106326,1.6684571645447852,-4.941369381101139,5.329256961424313,64.27006026712743,92.87745806164847,-0.9827867146405,-0.05730057106127426,0.09145251007317977,1.1947113124545856,0.05497098974832769,-0.04937769112553942,0.5962177355294814,3.0112399983725395,3.1742656431846443
A1,0,4,-1,-4.458528699350324,-75.01864484532693,-107.16980238901306,0.6696621714814619,52.189872862809544,75.9295357631272,-5.5293656853197195,-12.175265523192818,-13.855849962608554,-0.3962400604567722,-1.15462191930723,-1.1612064755029106,0.18281587343884542,0.9177777545129195,0.9415879949678831,-0.44212547881617836,-0.5397900385014024,-0.44632893692349607
A1,0,5,1,-0.6430941942265276,-49.90360001165434,-73.9750459237136,-0.05009888122860501,31.21160338328842,45.91234674661908,-6.37805863056591,-14.238599381954264,-19.36380520269746,-0.27086278355437565,-0.7788803971542495,-0.8028454652666409,0.1447285324448325,0.5595100264649291,0.5737671543912909,-0.5232807587653949,-0.6356358005910012,-0.6331691394703144
A1,0,6,-1,-8.398921960843943,-165.133273660495,-242.4718864098621,11.089623741552378,109.94580987353626,159.43241105272006,3.215808993581822,18.43535452521227,24.501560915184463,-0.5257235508396306,-2.502810147658115,-2.621888724142709,0.7342052935380562,1.9041359645795517,1.964804984496416,0.39412172135959106,0.8821311857912407,0.8548265927032656
A1,0,7,-1,-17.905219947267852,-5.881184261202012,-1.1289293200172548,7.524870205096389,5.284745663725836,3.2522755038131272,5.508578371066979,7.0341677630195125,8.056786988255062,-0.8381057325701735,-0.12026920961819687,-0.016419815023382887,0.5455704917640511,0.11673010986223556,0.051024559974582155,0.6133651376399316,0.35252448675507153,0.2969889274693466
A1,0,8,-1,3.825222855124956,16.26298915897085,23.537678614473418,0.39898280290591126,-10.17546300721822,-16.361916383704866,1.524806374555822,-13.129787488697074,-20.499320721346606,-0.12403142706485738,0.21102565697745299,0.249873765040884,0.16849242905106754,-0.14729995425215717,-0.18932134794270428,0.23242155440214765,-0.5841293899963339,-0.6716879618375124
A1,0,9,1,4.038785163349348,1.4799589135527544,1.24171247160589,-2.251312827240999,1.5888321037807351,3.7377177661841974,3.2067874525792983,5.251821700216986,6.687852366023442,-0.11701365212514685,-0.010140513468705556,0.009172949552024474,0.02824767279442507,0.05361114976517429,0.05697301107366847,0.3932590469498011,0.26973113948782507,0.25055209003292256
A1,0,10,1,-1.1114330488551658,15.944581413129248,21.712385327547874,-1.3867541337939466,-8.900245054906975,-13.458228949100056,-1.499548571065913,-5.844733757684796,-8.56361714108671,-0.28625265597442934,0.20626201781693598,0.23016842552547273,0.07399721931777728,-0.12552173088694804,-0.15374050949775003,-0.05677888452282897,-0.24572485902446325,-0.26680644460162667
A1,0,11,1,22.514490848832263,-75.51241508733439,-127.09507363030237,-11.704970387178793,50.67157073267383,82.3301193390693,4.61888210253031,-12.061801811403775,-21.28287187996247,0.49010820112255177,-1.162009124209886,-1.3763139530566162,-0.47200817985313365,0.8918481298036386,1.0200186578053996,0.5282889623903285,-0.5345194343867278,-0.6982674910457453
A1,0,12,1,7.367576485710414,8.114799349956007,5.794227833835111,-4.45364720914183,-3.839822853703322,-4.1024666881472935,2.5846033472322945,-10.355270454389704,-16.29703203971533,-0.007627737935429484,0.08912210227920164,0.05832059147041152,-0.08829247656551051,-0.03909963745552028,-0.03909805123272492,0.3337634124777346,-0.45524782366397587,-0.5291384249927801
A1,0,13,-1,9.817708245453197,9.536290020643165,8.832620502959307,-1.4403618049274762,-6.972930699981814,-9.552427858263725,-0.09489127620172967,-2.088982383385789,-2.875697576646263,0.07288493963146275,0.1103887602472635,0.0911222017952246,0.07116048114936722,-0.09260697898868622,-0.1058800972664014,0.07753984245132303,-0.07126310085565825,-0.07386151364882733
A1,0,15,1,6.196373815033,-29.79686127194315,-44.70475803937059,-1.7829670948860779,19.196121575980783,28.37072782523216,3.1025443861452495,4.911214034114314,5.241169882355717,-0.046114102031878344,-0.47806721248247747,-0.48685188516296535,0.053030958225233286,0.3543091459676909,0.35881787938787935,0.38329092445437263,0.2539092688814044,0.2014778988880706
A1,0,16,-1,-3.984252706281735,-24.789657318150198,-36.98448261638323,8.07726876423483,20.09506911459555,26.84311838530388,2.509049845141479,11.47676150711579,15.907495501884759,-0.3806550904012608,-0.40315536391567297,-0.4035060198972828,0.5748015708941167,0.36966140810772313,0.34009905172023386,0.32653869634492266,0.5588913726806428,0.5632997279178495
